Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Fee,Filing,Return Postcard Receipt,,,,503; 607.02; 
Fee,Filing,Small entity,,,,509.03; 
Fee,Issue,,,,Issue fee; ,
Fee,Maintenance,,,,Maintenance fees; ,
Fee,Payment,,,,,509; 
Fee,Payment,by EFS-Web,,,,502.05; 
Fee,Petition to revive,,,,,711.03(c); 
Fee,Publication fee,,,,,1126; 1133; 1303; 1306; 1306.03; 
Fee,Reduction for micro entities,,,,,509.04; 
Fee,Reduction for small entities,,,,,509.02; 
Fee,Supplemental examination,,,,,2810.01; 
Field of search,,,,,,904; 904.02; 904.02(a); 1701; 
Field of search,Notation in file,,,,,719.05; 904; 
"Field of search, notation by examiner",,,,,,705.01(a); 719.05; 904; 904.02(a); 
Figures,,,,,Drawings; ,
File Information Unit Record Room,,,,,,102; 103; 711.03(d); 711.06; 1730; 
File wrapper/history,,,,,Image File Wrapper (IFW); ,719; 
File wrapper/history,Action entered,,,,,707.10; 
File wrapper/history,Allowed case data entered,,,,,1302.09; 
File wrapper/history,Amendment endorsed,,,,,710.05; 
File wrapper/history,Assignment endorsement,,,,,303; 
File wrapper/history,Civil action disposition,,,,,1216.02; 
File wrapper/history,Classification data,,,,,719.03; 
File wrapper/history,Classification history,,,,,719.03; 
File wrapper/history,Completeness,,,,,724.01; 
File wrapper/history,"Continuation, Former Rule 1.62 FWC",,,,,
File wrapper/history,"Continuation, Former Rule 1.62 FWC",Public access,,,,103; 
File wrapper/history,"Continuation, Former Rule 1.62 FWC",Restriction,,,,819; 
File wrapper/history,Data entered on,,,,,710.05; 1302.09; 
File wrapper/history,Field of search,,,,,719.05; 
File wrapper/history,"Field of search, patentability report",,,,,705.01(a); 
File wrapper/history,Foreign application cross-noting,,,,,202; 1893.03(c); 1895.01; 
File wrapper/history,Foreign filing date entered on,,,,,719.06; 1302.06; 
File wrapper/history,Index of claims,,,,,719.04; 
File wrapper/history,Licensing and Review stamp,,,,,140; 
File wrapper/history,Notes to application of another party,,,,,101; 
File wrapper/history,Papers in,,,,,719.01; 
File wrapper/history,Parent application notation on,,,,,202; 1302.09; 
File wrapper/history,Printout of search history,,,,,719.05; 
File wrapper/history,Relation of application noted on,,,,,202; 
File wrapper/history,Residence changed,,,,,719.02; 
File wrapper/history,Return of paper entered on,,,,,719.01; 
File wrapper/history,“Searched” box entries,,,,,719.05; 
File wrapper/history,“Searched notes” box entries,,,,,719.05; 
File wrapper/history,Signing by primary examiner,,,,,1302.13; 
File wrapper/history,Statutory period ends on nonworking day,,,,,710.05; 
Files Repository,,,,,,711.04(b); 
Filing date,,,,,,201.06(c); 502; 503; 505; 506; 506.02; 
Filing date,Continued prosecution application CPA,,,,,201.06(d); 
Filing date,"Effective, prior application",,,,,211.02; 706.02; 2133.01; 2152.01; 2154.01(b); 
Filing date,EFS-Web,,,,,502.05; 
Filing date,"Foreign application, Convention date",,,,Foreign application; ,214.03; 
Filing date,International application,,,,,1810; 
Filing date,Later filed application as disclosure,,,,,608.01(p); 
Filing date,Patent Cooperation Treaty PCT,,,,,1810; 
Filing date,Petition,,,,,506.02; 513; 601.01(b); 601.01(c); 601.01(f); 601.01(g); 
Filing date,Priority Express Mailing date,,,,,506.02; 513; 
Filing date,Refusal to accord,,,,,506.02; 
Filing date,Review of refusal to accord,,,,,506.02; 
Filing date,Subsequent publication as disclosure,,,,,608.01(p); 
Filing date of reexamination request,,,,,,
Filing date of reexamination request,,,,,,2214; 2215; 
Filing date of request for supplemental examination,,,,,,2812.01; 
Filing fee,,,,,Fee; Refunds; ,607; 
Filing fee,Continued prosecution application CPA,,,,,201.06(d); 
Filing fee,Deposit account,,,,,509.01; 
Filing fee,Inadequate,,,,,509; 
Filing fee,Reduction for micro entity,,,,,509.04; 
Filing fee,Reduction for small entities,,,,,509.02; 
Filing fee,Reexamination,,,,,
Filing fee,Reexamination,,,,,2215; 
Filing fee,Reissue application,,,,,1415; 
Filing fee,Return,,,,,503; 607.02; 
Filing receipt,,,,,"Postcard, self-addressed; ",503; 
Final action,,,,,Final rejection; ,
Final Board decision in,,,,,,2681; 2682; 
Final data capture,,,,,,1309; 
Final rejection,,,,,,706.07; 
Final rejection,Amendment after,,,,,714.12; 714.13; 
Final rejection,"Amendment after, entered in part",,,,,714.20; 
Final rejection,First action,,,,,706.07(b); 
Final rejection,Interview,,,,,713.09; 
Final rejection,Letter,,,,,706.07; 
Final rejection,Patentability report,,,,,705.01(a); 
Final rejection,Petition to vacate,,,,,1002.02(c); 
Final rejection,Premature,,,,,706.07(c); 
Final rejection,"Premature, Withdrawal of",,,,,706.07(d); 
Final rejection,Primary examiner’s attention required,,,,,1004; 
Final rejection,Request for continued examination RCE,,,,,706.07(h); 
Final rejection,"Reexamination,",,,,,2271; 
Final rejection,"Reexamination,",,,,Action: Closing Prosecution in inter partes reexamination; ,
Final rejection,Secrecy order application,,,,,130; 
Final rejection,Special,,,,,708.01; 
Final rejection,Time for reply,,,,,706.07(f); 
Final rejection,Transitional procedure,,,,,706.07(g); 
Final rejection,When proper,,,,,706.07; 706.07(a); 706.07(b); 
Final rejection,Withdrawal,,,,,706.07(e); 
Final rejection,"Withdrawal, Primary examiner’s attention",,,,,1004; 1005; 
Final rejection,Withdrawal of premature,,,,,706.07(d); 
First action final rejection,,,,,,706.07(b); 
First action final rejection,In an RCE,,,,,706.07(b); 706.07(h); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,,,,,,
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,,,,,717.01; 717.01(f); 2155; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Claiming same invention,,,,717.01(d); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Enablement,,,,2155.04; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Evaluation of,,,,717.01(a)(1); 717.01(b)(1); 717.01(e); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Formal requirements,,,,717.01(c); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Showing disclosure was made by inventor,,,,717.01(a); 2155.01; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Showing prior disclosure of subject matter by inventor,,,,717.01(b); 2155.02; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Showing disclosure was subject matter obtained from inventor,,,,717.01(b)(2); 2155.03; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,When available,,,,717.01; 2155.06; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,When not required,,,,717.01; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,When unavailable,,,,717.01; 2155.06; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Affidavits or declarations under 37 CFR 1.130,Who may file,,,,717.01(c); 2155.05; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Determining whether application is subject to first inventor to file provisions,,,,,
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Determining whether application is subject to first inventor to file provisions,"Applications filed before March 16, 2013",,,,2159.01; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Determining whether application is subject to first inventor to file provisions,"Applications filed on or after March 16, 2013",,,,2159.02; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Determining whether application is subject to first inventor to file provisions,Applications subject to both pre-AIA 35 U.S.C. 102g and AIA 35 U.S.C. 102 and 103,,,,2159.03; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Determining whether application is subject to first inventor to file provisions,Transition application,,,,2159.04; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Effective filing date of claimed invention,,,,,2152.01; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Improper naming of inventors,,,,,2157; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Joint research agreements,,,,,2156; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art,,,,,
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art,Under AIA 35 U.S.C. 102a1,,,,2152.02; 2152.04; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art,Under AIA 35 U.S.C. 102a2,,,,2154; 2154.01(c); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art,Under AIA 35 U.S.C. 102d,,,,2154.01(b); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art,Under AIA 35 U.S.C. 103,,,,2158; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art exceptions under AIA 35 U.S.C. 102,,,,,717; 717.02(d); 2153; 2154.02; 2154.02(c); 2156; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art exceptions under AIA 35 U.S.C. 102,Commonly owned or under obligation of assignment,,,,717; 717.02(d); 2154.02(c); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art exceptions under AIA 35 U.S.C. 102,Grace period inventor or inventor-originated disclosure,,,,717; 717.01(f); 2153.01; 2153.02; 2154.02; 2154.02(b); 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Prior art exceptions under AIA 35 U.S.C. 102,Joint Research Agreements,,,,2156; 
First inventor to file provisions of the Leahy Smith America Invents Act AIA,Overview,,,,,2151; 
First Office action form,,,,,,707; 
First action on the merits FAOM,,,,,"Letter, Examiner’s; ",
Five year pendency,,,,,,707.02; 708.01; 
Flowchart for,,,,,,
Flowchart for,Effective date under pre-AIA 35 U.S.C. 102e,,,,,706.02(f)(1); 
Flowchart for,Examination of computer-related inventions,,,,,2106; 
Flowchart for,"Reexamination provisions,",,,,,2201; 
Flowchart for,"Reexamination provisions,",,,,,2601.01; 
Flowchart for,Reformed PCT System,,,,,1842; 
Flowchart for,Supplemental examination,,,,,2801; 
Flowchart for,Transitional after-final procedures 37 CFR 1.129a,,,,,706.07(g); 
Flowchart for,Treatment of applications having conflicting claims,,,,,804; 
Flow sheet,,,,,,608.02; 
FOIA,,,,,Freedom of Information Act (FOIA); ,
"Font, type",,,,,,608.01; 1504.01(a); 
Foreclosure,,,,,Assignment: Security interests; ,
Foreign application,,,,,International application; ,
Foreign application,As prior art,,,,,706.02; 2127; 
Foreign application,Certificate of correction to perfect priority,,,,,216.01; 1402; 1481; 1481.03; 
Foreign application,Certified copy to avoid reference,,,,,213; 706.02(b)(1); 706.02(b)(2); 
Foreign application,Certified copy not filed,,,,,214.03(VI); 
Foreign application,Cross-noting on file wrapper/history,,,,,202; 
Foreign application,Date entitled to,,,,,213; 
Foreign application,Design patents,,,,,1504.02; 1504.10; 
Foreign application,Determination of priority,,,,,213; 216; 
Foreign application,Disclosure,,,,,216; 
Foreign application,Duty of disclosure of information cited,,,,,2001.06(a); 
Foreign application,English language translation for benefit of date,,,,,213; 213.06; 216; 706.02(b)(1); 706.02(b)(2); 
Foreign application,,,,,,2258.02; 
Foreign application,Filed more than a year before U.S. application,,,,,213; 214.03; 
Foreign application,Filing in foreign country,,,,,140; 
Foreign application,First,,,,,213.03; 
Foreign application,Great Britain,,,,,213.03; 216; 
Foreign application,Identification,,,,,214.04; 
Foreign application,Incorporation by reference in U.S. application,,,,,217; 
Foreign application,,,,,,2658; 
Foreign application,License to file,,,,,140; 706.03(s); 
Foreign application,Listed on oath/declaration,,,,,213.02; 214; 
Foreign application,No claim for priority,,,,,214.02; 
Foreign application,No reference made in declaration,,,,,214.03; 
Foreign application,Notice to Office after nonpublication request,,,,,1124; 
Foreign application,Noting earliest date in file history/wrapper,,,,,202; 
Foreign application,Ordering copies,,,,,901.05(c); 
Foreign application,Overcoming reference which is,,,,,216; 715; 
Foreign application,Prior art cited in related,,,,,2001.06(a); 
Foreign application,Priority,,,,,213; 
Foreign application,Papers not filed,,,,,214.03; 
Foreign application,Petition for unintentionally delayed claim for priority,,,,,214.02; 215.02; 1002.02(b); 1402; 1417; 1481.03; 2258.02; 2658; 
Foreign application,Priority document in parent application,,,,,214.03; 215; 
Foreign application,Reissue application claiming foreign priority,,,,,1402; 1417; 
Foreign application,Ribboned,,,,,608.01; 
Foreign application,Same invention,,,,,213; 
Foreign application,Seal,,,,,602; 
Foreign application,Statutory bar,,,,,706.02(e); 2135.01; 
Foreign application,Time limits to submission,,,,,213.06; 214; 
Foreign application,Time limits to submission,Certificate of correction,,,,216.01; 
Foreign application,Time limits to submission,Reissue,,,,214; 215; 216.01; 
Foreign application,Translation required,,,,,213; 213.04; 213.06; 214; 215.03; 216; 217; 
Foreign countries recognized for priority,,,,,,213.01; 
Foreign executed oath,,,,,,602.04; 
"Foreign filing, Proving priority",,,,,,213.02; 214; 706.02; 
Foreign filing date,,,,,,
Foreign filing date,Entitled to,,,,,216; 
Foreign filing date,On file wrapper/history,,,,,202; 
Foreign filing license,,,,,,115; 140; 
Foreign filing license,For PCT,,,,,115; 1832; 
Foreign language,,,,,,
Foreign language,Application,,,,,608.01; 609.04(a); 
Foreign language,Oath or declaration,,,,,602.06; 
Foreign patent,,,,,,
Foreign patent,Art collection,,,,,901.07; 
Foreign patent,Citation,,,,,707.05(e); 901.05(a); 
Foreign patent,Citation dates and information,,,,,901.05(a); 901.05(b); 1851; 
Foreign patent,Classification,,,,,903; 903.03; 
Foreign patent,Country codes,,,,,1851; 
Foreign patent,Database search,,,,,706.02(e); 
Foreign patent,"Document citation, in PCT",,,,,1851; 
Foreign patent,Duplicates,,,,,903.03; 
Foreign patent,Effective date,,,,,901.05(b); 
Foreign patent,Family of INPADOC,,,,,901.06(a); 
Foreign patent,In prior art statement,,,,,609; 609.01; 
Foreign patent,Individual country overview,,,,,901.05; 
Foreign patent,Journals,,,,,901.06(a); 
Foreign patent,Law overview,,,,,901.05; 
Foreign patent,Library,,,,,901.06(a); 
Foreign patent,Listing at allowance,,,,,1302.12; 
Foreign patent,Oppositions,,,,,901.05; 
Foreign patent,Ordering copies,,,,,901.05(c); 
Foreign patent,"Print of, where obtained",,,,,901.05(c); 
Foreign patent,Reference,,,,,706.02; 901.05; 
Foreign patent,Transfer,,,,,903.05; 
Foreign patent,Translation of,,,,,706.02; 901.05(d); 
Foreign patent,"Unlicensed, same applicant",,,,,706.03(s); 
Foreign priority,,,,,Foreign application; ,210; 217; 
Foreign priority,Design patent applications,,,,,213; 1504.02; 1504.10; 
Foreign priority,U.S. effective filing date computed,,,,,213.01; 706.02; 2136.03; 2154.01(a); 2154.01(b); 
Formal matter,,,,,,
Formal matter,Allowance and issue,,,,,1302.01; 1302.02; 1302.04; 
Formal matter,Amendment of application in issue,,,,,714.16; 
Formal matter,Claim allowable except for,,,,,706; 707.07(j); 
Formal matter,Review of action involving,,,,,; 
Formal matter,Right of benefit to prior domestic application,,,,,210; 211; 1405; 1481.03; 
Formal matter,Right of priority to prior foreign application,,,,,210; 213; 217; 1402; 1417; 1481.03; 
Formal matter,Specification format,,,,,608.01; 
Formal matter,When taken up,,,,,707.07(a); 707.07(e); 707.07(j); 714.02; 
Former employee restrictions,,,,,,1702; 
Form letters and forms,,,,,,
Form letters and forms,Abandonment,,,,,711.04(c); 
Form letters and forms,Action Closing Prosecution PTOL-2065,,,,,2671.02; 2696; 
Form letters and forms,Advisory Action,,,,,706.07(f); 714.13; 
Form letters and forms,Advisory Action –,,,,,2250; 2265; 2266.01; 2266.02; 2266.03; 2272; 2296; 
Form letters and forms,Allowability,,,,,1302.03; 
Form letters and forms,Amendment received after allowance,,,,,608.02(z); 714.16(d); 714.16(e); 
Form letters and forms,"Amendment after Board decision, refused entry",,,,,1214.07; 
Form letters and forms,Amendment not fully responsive,,,,,714.03; 
Form letters and forms,Amendment unsigned,,,,,714.01(a); 
Form letters and forms,Certification of Micro Entity Status Gross Income Basis PTO/SB/15A ,,,,,509.04(a); 
Form letters and forms,Certification of Micro Entity Status Institution of Higher Education Basis ,,,,,509.04(b); 
Form letters and forms,Certificate of Correction form PTO/SB/44 or PTO 1050,,,,,1480; 1485; 
Form letters and forms,Certificate under 37 CFR 3.73b PTO/SB/96,,,,,324; 
Form letters and forms,Certificate under 37 CFR 3.73b PTO/AIA/96,,,,,325; 
Form letters and forms,"Change of Correspondence Address, Application PTO/SB/122",,,,,403; 2542; 
Form letters and forms,"Change of Correspondence Address, Patent PTO/SB/123",,,,,403; 2542; 
Form letters and forms,"Cover sheet, assignment document",,,,,302.07; 
Form letters and forms,"Cover sheet, provisional application",,,,,
Form letters and forms,"Cover sheet, provisional application",Cited,,,,201.04; 601; 
Form letters and forms,"Cover sheet, provisional application",Reproduced,,,,201.04; 
Form letters and forms,Credit Card Payment Form PTO-2038,,,,,
Form letters and forms,Credit Card Payment Form PTO-2038,Cited,,,,509; 1302.04; 1306; 2510; 
Form letters and forms,Credit Card Payment Form PTO-2038,Reproduced,,,,509; 
Form letters and forms,D-10,,,,,130; 1304.01; 
Form letters and forms,DD Form 441,,,,,120; 
Form letters and forms,"Death of Attorney, Application ready for allowance",,,,,406; 
Form letters and forms,Declaration for Plant Patent Application PTO/AIA/09,,,,,1604; 
Form letters and forms,Declaration for Reissue Application by the Assignee PTO/AIA/06,,,,,1414.01; 
Form letters and forms,Declaration for Reissue Application by the Assignee PTO/SB/52,,,,,1414.02; 
Form letters and forms,Declaration for Reissue Application by the Inventor PTO/AIA/05,,,,,1414.01; 
Form letters and forms,Declaration for Reissue Application by the Inventor PTO/AIA/51,,,,,1414.02; 
Form letters and forms,Declaration for Utility or Design Patent Application PTO/SB/01,,,,,602.01(b); 
Form letters and forms,Declaration for Utility or Design Patent Application PTO/SB/01A,,,,,602.01(b); 
Form letters and forms,EFS-Web,,,,,502.05; 
Form letters and forms,Election of species,,,,,809.02(a); 
Form letters and forms,Examiner Checklist – Reexamination PTOL-1516,,,,,2287; 2295; 2296; 2687; 2696; 
Form letters and forms,Examiner’s action PTOL-326,,,,,707; 
Form letters and forms,Examiner’s answer,,,,,1207; 
Form letters and forms,Examiner’s Biweekly Time Worksheet PTO-690E,,,,,2638; 
Form letters and forms,Fee Address Indication PTO/SB/47,,,,,
Form letters and forms,Fee Address Indication PTO/SB/47,Cited,,,,2540; 2595; 
Form letters and forms,Fee Address Indication PTO/SB/47,Reproduced,,,,2595; 
Form letters and forms,Final rejection,,,,,706.07; 
Form letters and forms,For Design Applications Only: Continued Prosecution Application CPA Request Transmittal PTO/SB/29,,,,,201.06(d); 
Form letters and forms,For Design Applications Only: Receipt For Facsimile Transmitted CPA PTO/SB/29A,,,,,201.06(d); 
Form letters and forms,45-day Letter,,,,,150; 
Form letters and forms,"General Office Action,",,,,,2262; 2296; 
Form letters and forms,General,,,,,2250; 2266.03; 2296; 
Form letters and forms,"Incorrect citation of references, Correction",,,,,707.05(g); 
Form letters and forms,Information disclosure statement IDS PTO/SB/08,,,,,
Form letters and forms,Information disclosure statement IDS PTO/SB/08,Cited,,,,609; 609.02; 609.03; 609.04(a); 609.05(a); 609.05(b); 609.05(c); 609.06; 609.07; 609.08; 1893.03(g); 1901.03; 2001.04; 2003; 2004; 2214; 2246; 2256; 2257; 2258.01; 2287; 
Form letters and forms,Information disclosure statement IDS PTO/SB/08,Reproduced,,,,609; 
Form letters and forms,Interference Initial Memorandum,,,,,2302; 2304.02; 2304.04(a); 
Form letters and forms,"Interfering Subject Matter, Secrecy order applications",,,,,2306; 
Form letters and forms,International application transmittal PTO-1382,,,,,1830; 
Form letters and forms,,,,,,2696; 
Form letters and forms,,,,,,2696; 
Form letters and forms,,,,,,2662; 2674; 2696; 
Form letters and forms,,,,,,2646; 2647; 2647.02; 2670; 2677; 2696; 
Form letters and forms,"Interview Request, Applicant Initiated PTOL-413A",,,,,713.01; 713.04; 713.05; 
Form letters and forms,"Interview Summary, Examiner Initiated PTOL-413B",,,,,713.04; 714.13; 
Form letters and forms,"Interview Summary PTOL-474, Reexamination",,,,,2281; 2296; 
Form letters and forms,"Issue Classification Slip Blue slip PTO-328, PTO-270",,,,,
Form letters and forms,"Issue Classification Slip Blue slip PTO-328, PTO-270",Cited,,,,1611; 
Form letters and forms,"Issue Classification, Designs PTO-328",,,,,903.07; 907; 
Form letters and forms,Issue Classification Form/Sheet/Slip,,,,,903.07; 907; 1302.09; 1302.10; 1302.13; 2287; 
Form letters and forms,Issue Classification Form/Sheet/Slip,Digests,,,,903.07; 
Form letters and forms,Issue Fee Transmittal PTOL-85B,,,,,307; 308; 324; 325; 512; 605.01; 1306.01; 1306.02; 1309; 1481.01; 
Form letters and forms,Maintenance Fee Transmittal PTO/SB/45,,,,,
Form letters and forms,Maintenance Fee Transmittal PTO/SB/45,Cited,,,,2515; 2595; 
Form letters and forms,Maintenance Fee Transmittal PTO/SB/45,Reproduced,,,,2595; 
Form letters and forms,Nonpublication Request Under 35 USC 122b2Bi PTO/SB/35,,,,,
Form letters and forms,Nonpublication Request Under 35 USC 122b2Bi PTO/SB/35,Cited,,,,1121; 1122; 1135; 
Form letters and forms,Nonpublication Request Under 35 USC 122b2Bi PTO/SB/35,Reproduced,,,,1135; 
Form letters and forms,Notice of Abandonment PTOL-1432,,,,,711.02; 711.04(c); 
Form letters and forms,Notice of Abandonment under 37 CFR 1.53f CPA For Design Applications PTO-2019,,,,,201.06(d); 
Form letters and forms,Notice of Allowability PTOL-37,,,,,601.01(a); 602.03; 608.02(b); 608.02(z); 609.05(b); 710.02(e); 714.13; 812.01; 1302.03; 1302.04; 1455; 
Form letters and forms,Notice of Allowance and Issue Fee Due PTOL-85,,,,,115; 203.08; 509.03; 605.01; 710.02(e); 711.01; 711.03(c); 714.15; 714.16; 714.16(a); 714.16(d); 1126; 1303; 1303.03; 1304.01; 1305; 1306; 1306.02; 1306.03; 1308.01; 1308.03; 1309; 1512; 2001.04; 2406; 2411; 2411.03; 2575; 
Form letters and forms,Notice of Allowance and Issue Fee Due PTOL-85,Undelivered,,,,1303.02; 
Form letters and forms,"Notice of allowance, Secrecy order applications D-10",,,,,130; 1304; 1304.01; 
Form letters and forms,Notice of Appeal from the Examiner to the Patent Trial and Appeal Board PTO/SB/31,,,,,1204; 
Form letters and forms,Notice of Defective Paper –,,,,,2250; 2266.02; 2266.03; 2272; 2273; 2295; 2296; 
Form letters and forms,Notice of Defective Paper –,,,,,2666; 2666.01; 2666.04; 2666.06; 2666.50; 2666.60; 2696; 
Form letters and forms,Notice of Failure to Comply with Ex,,,,,2218; 2227; 
Form letters and forms,"Notice of Improper CPA or FWC Filing For Utility or Plant Applications Filed Before June 8, 1995 PTO-2011 Reproduced",,,,,201.06(d); 
Form letters and forms,Notice of Improper CPA For Design Applications PTO-2012 Reproduced,,,,,201.06(d); 
Form letters and forms,Notice of Improper Request for Continued Examination RCE PTO-2051,,,,,201.06(d); 706.07(h); 
Form letters and forms,Notice of Incomplete Nonprovisional Application,,,,,506; 601.01(d); 601.01(e); 601.01(f); 601.01(g); 2731; 2732; 
Form letters and forms,Notice of Incomplete Reply CPA for Design Applications PTO-2018 Reproduced,,,,,201.06(d); 
Form letters and forms,Notice of Intent to Issue,,,,,2234; 2250; 2250.01; 2256; 2262; 2266; 2273; 2274; 2283; 2285; 2287; 2287.01; 2288; 2296; 
Form letters and forms,Notice of Intent to Issue,,,,,2687; 2696; 
Form letters and forms,"Notice of Non-Acceptance of Patent Maintenance Fee, PTO-2142",,,,,2531; 
Form letters and forms,"Notice of Non-Acceptance of Small Entity Patent Maintenance Fee, PTO-2140",,,,,2531; 2550; 
Form letters and forms,Notice of Non-Compliant Amendment,,,,,714; 714.01(e); 714.03; 
Form letters and forms,Notice of Non-Compliant Supplemental Examination Request,,,,,2812.01; 
Form letters and forms,Notice of Non-Recordation,,,,,302.09; 
Form letters and forms,Notice of Omitted Items in a Nonprovisional Application PTO-1669,,,,,201.06(c); 601.01(d); 601.01(g); 2731; 2732; 
