Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Abandonment,Failure to prosecute,,,,,711.02; 
Abandonment,Failure to provide timely notice of foreign filing after non-publication request,,,,,1124; 
Abandonment,Formal,,,,,711; 711.01; 
Abandonment,Forwarding,,,,,711.04(a); 
Abandonment,Incomplete reply,,,,,711.03(a); 
Abandonment,No reply,,,,,711; 711.02; 
Abandonment,Notification of,,,,,711.02; 711.04(c); 
Abandonment,Of appeal,,,,,1210; 
Abandonment,Of invention,,,,,706.02(d); 2134; 2138.03; 
Abandonment,Papers received after,,,,,508.02; 
Abandonment,Petition to revive,,,,,711.03(c); 711.04(c); 1002.02(b); 1002.02(f); 1002.02(p); 
Abandonment,Petition to withdraw holding of examiner’s statement,,,,,711.03(c); 711.03(d); 
Abandonment,Prior application,,,,,201.06(c); 
Abandonment,Provisional application,,,,,201.04; 211.01(a); 
Abandonment,Pulling,,,,,711.04(a); 
Abandonment,Reconsideration,,,,,711.03; 711.03(c); 
Abandonment,Reconsideration,Failure to respond,,,,711.03(b); 
Abandonment,Reconsideration,Insufficiency of response,,,,711.03(a); 
Abandonment,Reissue,,,,,
Abandonment,Reissue,Return of surrendered patent,,,,1416; 
Abandonment,Revival,,,,,711.03; 711.03(c); 
Abandonment,Shortened statutory period expired,,,,,710.02(d); 711.04(a); 
Abandonment,Special situations,,,,,711.02(b); 
Abandonment,Termination of proceedings,,,,,211.01(a); 211.01(b); 711.02(c); 
Abandonment,Undelivered action,,,,,707.13; 
Abandonment,Unintentional,,,,Petition; ,711.03(c); 1124; 
Abandonment,Withdrawal of holding,,,,,711.03(c); 
"Abbreviation, periodical citation",,,,,,707.05(e); 
Abbreviature and abstract publication,,,,,,711.06; 
Abbreviature and abstract publication,Citation,,,,,711.06(a); 
Abstract for defensive publication,,,,,,711.06; 
Abstract of international application,,,,,,1826; 
Abstract of the disclosure,,,,,,608.01(b); 1302.04; 
Abstract publication,,,,,,711.06; 
Accelerated examination,,,,,,708.02; 
Access,,,,,Inspection; Power of attorney; ,
Access,Attorney not of record,,,,,402; 405; 
Access,Authority to grant access to an application,,,,,104; 
Access,Authorized by Director,,,,,104; 
Access,Continued Prosecution Application CPA,,,,,103; 
Access,,,,,,2232; 
Access,Excluded attorney or agent,,,,,105; 
Access,,,,,,2609; 2632.01; 
Access,Image file wrapper application,,,,,103; 
Access,International application,,,,,110; 
Access,Pending application,,,,,101; 103; 104; 106; 724.04; 724.04(a); 1128; 1132; 
Access,Petition,,,,,103; 
Access,Protested application,,,,,1901.05; 1901.07; 
Access,Provisional application,,,,,103; 104; 
Access,Published application,,,,,103; 1128; 1130; 1132; 
Access,Reissue application,,,,,103; 724.04(b); 1430; 
Access,Supplemental examination,,,,,2803.02; 
Access,Suspended attorney or agent,,,,,103; 
Access,"Unpublished, Abandoned, and pending applications",,,,,105; 
"Accounts, Deposit",,,,,Deposit account; ,
Acknowledgment of protest,,,,,,1901.05; 
Act,,,,,Statutes; ,
Action,,,,,"Letter, Examiner’s; ",
Action,Advisory action,,,,,706.07(f); 714.13; 
Action,After another examiner’s action,,,,,706.04; 
Action,After Board decision,,,,,1214.01; 1214.03; 1214.07; 
Action,After Board decision reversing examiner,,,,,1214.04; 
Action,After Board decision sustaining examiner,,,,,1214.06; 
Action,After interference,,,,,2308; 
Action,Amendment after final rejection,,,,,706.07(f); 714.12; 714.13; 
Action,Citation of references,,,,,707.05; 710.06; 
Action,Claim summary,,,,,707.07(i); 
Action,Claims in excess of number of claims previously paid for,,,,,714.10; 
Action,Closing prosecution in,,,,"Reexamination, Inter partes: Action closing prosecution; ",
Action,Completeness,,,,,707.07; 707.07(a); 
Action,Copy to applicant,,,,,707.12; 
Action,Copies of references,,,,,707.05(a); 
Action,"Correctness, Period for reply",,,,,710.06; 
Action,Counted,,,,,1705; 
Action,Crosses amendment,,,,,714.05; 
Action,Date,,,,,707.11; 
Action,Domestic benefit determination,,,,,210; 211.05; 
Action,Entry,,,,,707.01; 
Action,Examiner’s,,,,,707; 
Action,Final rejection,,,,,706.07; 706.07(f); 713.09; 
Action,Final rejection,In reissue applications,,,,1444; 1453; 
Action,Foreign priority determination,,,,,210; 213; 217; 
Action,Formal matter,,,,,707.07(a); 707.07(e); 707.07(j); 714.02; 
Action,Forms used,,,,,707; 
Action,Incorrect citation of references,,,,,710.06; 
Action,Informal application,,,,,702.01; 
Action,Mailing,,,,,707.12; 
Action,Original in image file wrapper,,,,,707.12; 
Action,Patentability report,,,,,705; 705.01(c); 
Action,Piecemeal examination,,,,,707.07(g); 
Action,Primary examiner’s personal attention,,,,,707.01; 1004; 
Action,"Priority determination, foreign",,,,,210; 213; 217; 
Action,Reply time computation,,,,,710.01(a); 710.05; 
Action,Restriction requirement,,,,,800; 
Action,Returned,,,,,707.13; 
Action,Shortened statutory period,,,,,710.02; 710.02(b); 
Action,SPE’s personal attention,,,,,707.02; 
Action,Supplemental,,,,,710.06; 714.05; 
Action,Suspension of,,,,Suspension; ,709; 
Action,"Suspension of, primary examiner’s attention",,,,,1004; 
Action,"Suspension of, second or subsequent",,,,,1002.02(c); 
Action,"Suspension of, TC Director’s attention",,,,,1003; 
Action,"Third, SPE reviews",,,,,707.02; 
Action,Time limit,,,,,710.02; 710.02(c); 
"Address, Change of correspondence",,,,,,601.03(a); 601.03(b); 711.03(c); 
"Address, Change of correspondence",After Allowance,,,,,2501; 2542; 
"Address, Correspondence",,,,,Mail Stop; ,403; 403.01(a); 403.01(b); 2542; 
"Address, Fee",,,,,,2540; 
Address of applicant,,,,,,605.01; 
Address of U.S. Patent and Trademark Office,,,,,,501; 502; 
Address of patent owner,,,,,,2222; 2622; 2805; 
Address of unavailable inventor,,,,,,409.03(e); 
"Administration, Letters of",,,,,,409.01(b); 
"Administrative instructions, PCT",,,,,,AI; 
Administrative Patent Judges,,,,,,
Administrator or executor,,,,,,409.01; 
Administrator or executor,Allowance and issue,,,,,409.01(b); 
Administrator or executor,"Application by, After discharge",,,,,409.01(b); 
Administrator or executor,"Assigned application, Inventor dies",,,,,409.01(b); 
Administrator or executor,Authority,,,,,409.01(b); 
Administrator or executor,Consular certificate,,,,,409.01(b); 
Administrator or executor,Foreign country,,,,,409.01(b); 
Administrator or executor,Heir,,,,,409.01; 409.01(a); 409.01(b); 
Administrator or executor,Heir,Prosecution by,,,,409.01(a); 409.01(b); 
Administrator or executor,Intervention not required,,,,,409.01(b); 
Administrator or executor,Refuses to sign,,,,,409.03; 409.03(b); 409.03(c); 
Admissions by applicant,,,,,,706.02(c); 2129; 2133.03(c); 2145; 2152.03; 
Admissions by applicant,Jepson claim,,,,,2129; 
Admissions in reexamination,,,,,,
Admissions in reexamination,,,,,,2217; 2258; 
Advantages over prior art,,,,,,707.07(f); 
Adverse recommendation under 37 CFR 1.312,,,,,,714.16(d); 714.16(e); 714.19; 
Advisory action,,,,,,706.07(f); 714.13; 
Affidavit,,,,,Oath; Declaration; ,
"Affidavit, disqualifying commonly owned patent or patent application publication as prior art to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131",,,,,,718; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,,,,,,717.01; 717.01(f); 2155; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Enablement,,,,,2155.04; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Evaluation of,,,,,717.01(a)(1); 717.01(b)(1); 717.01(e); 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Formal requirements,,,,,717.01(c); 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Showing Disclosure was made by inventor,,,,,717.01(a); 2155.01; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Showing Prior disclosure was subject matter by inventor,,,,,717.01(b); 2155.02; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Showing disclosure was subject matter obtained from inventor,,,,,717.01(b)(2); 2155.03; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Timely presentation,,,,,717.01(f); 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,When available,,,,,717.01; 2155.06; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,When not required,,,,,717.01; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,When unavailable,,,,,717.01; 2155.06; 
Affidavit of attribution or prior disclosure to overcome a 35 U.S.C. 102 or 103 rejection 37 CFR 1.130,Who may file,,,,,717.01(c); 2155.05; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,,,,,,715; 2132.01; 2136.05; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Acts relied upon, NAFTA/WTO/U.S.",,,,,706.02(c)(2); 715.07(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Best mode, failure to disclose",,,,,715.10; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Co-authorship,,,,,715.01(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Common assignee, reference and application",,,,,715.01(b); 718; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Compared to Rule 1.132 affidavit,,,,,715.01; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Completion of invention,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Conception,,,,Conception; ,
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Continuing application,,,,,201.06(c); 201.06(d); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Copies from prior applications,,,,,201.06(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Dedication to public,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Derivation,,,,,715.07(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Diligence,,,,Diligence; ,
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Effective filing date,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Exhibit, Disposition",,,,,715.07(d); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Formal requirements,,,,,715.04; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Formal requirements,Facts and documentary evidence,,,,715.07; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Formal requirements,Timely presented,,,,715.09; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Genus-species,,,,,715.03; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Generic claim,,,,,715.02; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Interference testimony used,,,,,715.07(b); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Overcome patent or publication,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Petition regarding sufficiency,,,,,1002.02(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Prior public use/sale,,,,,715.10; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Priority time charts,,,,,2138.01; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Proper use of,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reduction to practice,,,,Reduction to practice; ,
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Reexamination,,",,,,,2258; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,"Reexamination,",,,,,2658; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference date to be overcome,,,,,715; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference is,,,,,
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference is,Common assignee,,,,715.01(b); 717.02; 718; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference is,Joint patent or published application to applicant and another,,,,715.01(a); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference is,Patent or application publication claiming same invention,,,,715.05; 2138.01; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Reference is,Publication of applicant’s own invention,,,,715.01(c); 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Sufficiency of,,,,,715.08; 2136.05; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,When used,,,,,706.02(b)(2); 706.02(l)(3); 715; 2132.01; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Who may make affidavit,,,,,706.02(b); 715.04; 
Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection 37 CFR 1.131a,Withdrawn rejection,,,,,715; 
"Affidavits, traversing rejections 37 CFR 1.132",,,,,,716; 2136.05; 2137; 
"Affidavits, traversing rejections 37 CFR 1.132",Attorney arguments,,,,,716.01(c); 
"Affidavits, traversing rejections 37 CFR 1.132",Attorney arguments,Inoperability of references,,,,716.07; 2145; 
"Affidavits, traversing rejections 37 CFR 1.132",Attorney arguments,Reference attributed to applicant,,,,716.10; 
"Affidavits, traversing rejections 37 CFR 1.132","Attribution, of reference to applicant",,,,,716.10; 
"Affidavits, traversing rejections 37 CFR 1.132","Commercial success, evidence",,,,,716.03; 
"Affidavits, traversing rejections 37 CFR 1.132","Commercial success, evidence",Commensurate in scope with claimed invention,,,,716.03(a); 
"Affidavits, traversing rejections 37 CFR 1.132","Commercial success, evidence",Derived from claimed invention,,,,716.03(b); 
"Affidavits, traversing rejections 37 CFR 1.132","Commercial success, evidence",Design applications,,,,716.03(b); 1504.03; 
"Affidavits, traversing rejections 37 CFR 1.132","Commercial success, evidence",Sales figures,,,,716.03(b); 
"Affidavits, traversing rejections 37 CFR 1.132",Commonly owned patent,,,,,718; 
"Affidavits, traversing rejections 37 CFR 1.132",Commonly owned patent application publication,,,,,718; 
"Affidavits, traversing rejections 37 CFR 1.132",Comparison with closest prior art,,,,,716.02(e); 
"Affidavits, traversing rejections 37 CFR 1.132",Computer programming cases,,,,,2164.06(c); 
"Affidavits, traversing rejections 37 CFR 1.132",Continuing application,,,,,201.06(c); 201.06(d); 
"Affidavits, traversing rejections 37 CFR 1.132","Copying, evidence",,,,,716.06; 1504.03; 
"Affidavits, traversing rejections 37 CFR 1.132","Disclosure, sufficiency",,,,,716.09; 
"Affidavits, traversing rejections 37 CFR 1.132","Disclosure, utility and operability",,,,,716.08; 
"Affidavits, traversing rejections 37 CFR 1.132",Enablement rejections,,,,,2164.05; 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,,,,,
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Consideration of,,,,716.01; 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Consideration of,Publications,,,716.02(g); 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Objective,,,,716.01(a); 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Objective,Compared to opinion evidence,,,716.01(c); 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Objective,Probative value,,,716.01(c); 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Objective,Weighing against,,,716.01(d); 716.05; 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Secondary,,,,716.01(b); 
"Affidavits, traversing rejections 37 CFR 1.132",Evidence,Timeliness,,,,716.01; 
"Affidavits, traversing rejections 37 CFR 1.132",Indefiniteness rejection,,,,,2173.05(b); 
"Affidavits, traversing rejections 37 CFR 1.132",Long-felt need,,,,,716.04; 
"Affidavits, traversing rejections 37 CFR 1.132",Means/Step plus function,,,,,2184; 
"Affidavits, traversing rejections 37 CFR 1.132",Petition regarding sufficiency,,,,,1002.02(c); 
"Affidavits, traversing rejections 37 CFR 1.132","Reexamination,",,,,,2258; 
"Affidavits, traversing rejections 37 CFR 1.132","Reexamination,",,,,,2658; 
"Affidavits, traversing rejections 37 CFR 1.132",Reference attributed to applicant,,,,,716.10; 
"Affidavits, traversing rejections 37 CFR 1.132",Sufficiency of,,,,,716.09; 
"Affidavits, traversing rejections 37 CFR 1.132",Synergism,,,,,716.02(a); 
"Affidavits, traversing rejections 37 CFR 1.132",Skepticism of experts,,,,,716.05; 
"Affidavits, traversing rejections 37 CFR 1.132",Timeliness,,,,,716.01; 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, allegations",,,,,716.02; 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",,,,,716.02(a); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",Advantages not disclosed or inherent,,,,716.02(f); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",Burden on applicant,,,,716.02(b); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",Commensurate in scope with claimed invention,,,,716.02(d); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",Genus or species,,,,716.02(d); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence","Range, claimed",,,,716.02(d); 
"Affidavits, traversing rejections 37 CFR 1.132","Unexpected results, evidence",Weighing evidence of,,,,716.02(c); 
Affidavits submitted with prior art under 35 U.S.C. 301 in patented files,,,,,,2205; 
Affirmation,,,,,Oath; Declaration; ,
After final practice,,,,,,706.07(f); 
After final practice,In transitional application,,,,,706.07(g); 
After final practice,In,,,,,2272; 
Agent,,,,,Attorney or agent; Power of attorney; ,
Agent for international application,,,,,,1807; 1864.04; 
Aggregation,,,,,,2173.05(k); 
"Agriculture, Department of, Plant patents",,,,,,1608; 1609; 
Agricultural Research Service,,,,,,1608; 1609; 
Algorithms,,,,,,2106; 2106.04; 2106.04(a)(2); 2161.01; 2164.06(c); 2181; 
Alien Property Custodian A.P.C. publications,,,,,Citation of prior art; ,901.06(c); 
Allowance and issue,,,,,Allowed application; ,1300; 
Allowance and issue,Abandonment after,,,,,711.05; 
Allowance and issue,"All claims allowed, shortened statutory period",,,,,710.02(b); 
Allowance and issue,"Amendment, Examiner’s",,,,,1302.04; 
Allowance and issue,"Amendment, Examiner’s, Rule 1.312",,,,,1305; 
Allowance and issue,Amendment after,,,,Amendment: After allowance; ,
Allowance and issue,Amendment after allowance of all claims,,,,,714.14; 1303.01; 
Allowance and issue,Amendment after D-10 notice,,,,,130; 
Allowance and issue,Amendment at time of,,,,,714.15; 
Allowance and issue,Amendment crossing in mail,,,,,714.15; 
Allowance and issue,Assignment Division,,,,,409.01(b); 
Allowance and issue,Cancellation of claims after appeal,,,,,1214.05; 1214.06; 1215.03; 
Allowance and issue,Cancellation of nonelected claim by examiner’s amendment,,,,,821.01; 821.02; 
Allowance and issue,Citation of prior art,,,,,1302.12; 
Allowance and issue,Claim for,,,,,1302.09; 
Allowance and issue,Claim renumbering,,,,,608.01(j); 1302.01; 1302.04(g); 
Allowance and issue,"Claim renumbering, dependent claim",,,,,608.01(n); 1302.01; 
Allowance and issue,Classification,,,,,903.07; 
Allowance and issue,Classification change after allowance,,,,,903.07; 
Allowance and issue,Cooperative Patent Classification Notation,,,,,905.01; 
Allowance and issue,Copending application,,,,,
Allowance and issue,Copending application,File wrapper/history notations,,,,202; 1302.09; 
Allowance and issue,Copending application,Parent application data,,,,1302.04; 
Allowance and issue,Correction of error after allowance,,,,,714.16; 
Allowance and issue,Cross-reference,,,,,903.07(a); 
Allowance and issue,D-10 notice,,,,,130; 
Allowance and issue,"Deceased inventor, notice of allowance",,,,,1303.03; 
Allowance and issue,Drawing correction,,,,,608.02(z); 1302.04; 1303.01; 
Allowance and issue,Drawing in patented file,,,,,901.01(a); 
Allowance and issue,Examiner’s amendment,,,,Examiner’s amendment; ,
Allowance and issue,File wrapper notation,,,,,1302.09; 
Allowance and issue,Final review,,,,,1302; 
Allowance and issue,Formal matters,,,,,714.16; 1302.01; 
Allowance and issue,"Formal matters, examiner’s amendment and changes",,,,,714.16; 1302.04; 
Allowance and issue,"Formal matters, specification rewritten",,,,,1302.02; 
Allowance and issue,General review,,,,,1302.01; 
Allowance and issue,Interference,,,,,2303.01; 
Allowance and issue,Interference search,,,,,1302.08; 2304.01(a); 
Allowance and issue,International classification,,,,,906; 
Allowance and issue,Intervention by executor,,,,,409.01(b); 
Allowance and issue,Issue classification notations,,,,,1302.10; 
Allowance and issue,Issue to applicant,,,,,308; 
Allowance and issue,Issue to a non-applicant assignee,,,,,307; 
Allowance and issue,Jurisdiction of application,,,,,1305; 
Allowance and issue,Listing of references,,,,,1302.12; 
Allowance and issue,Locarno classification designations,,,,,907; 
Allowance and issue,"Non-compliant amendment, treatment of",,,,,714; 1302.04; 
Allowance and issue,Nonelected claims canceled by examiner’s amendment,,,,,821.01; 821.02; 
Allowance and issue,Nonelected claims eligible for rejoinder,,,,,821; 821.02; 
Allowance and issue,Notice of Allowability,,,,,1302.03; 
Allowance and issue,Notice of allowance,,,,Form letters and forms: Notice of allowance; ,
Allowance and issue,"Patentability report, print disposal",,,,,608.02(n); 
Allowance and issue,Plant application,,,,,1611; 
Allowance and issue,Printer Rush,,,,,1309.02; 
Allowance and issue,,,,,,707.07(j); 
Allowance and issue,Protest against issue,,,,,1901; 
Allowance and issue,Reasons for allowance,,,,Reasons for allowance; ,
Allowance and issue,Record room,,,,,901.01(a); 
Allowance and issue,Reference listing,,,,,1302.12; 
Allowance and issue,Reissue application,,,,,1455; 
Allowance and issue,Rejection after allowance,,,,,706.04; 706.05; 1308.01; 
Allowance and issue,Rejoinder of claims,,,,,821.04; 1302.04(h); 
Allowance and issue,"Related applications, file wrapper/history notations",,,,,202; 1302.09; 
Allowance and issue,Reopening prosecution,,,,,1308.01; 
Allowance and issue,Review by examiner,,,,,1302.01; 
Allowance and issue,Review by primary examiner,,,,,903.07; 
Allowance and issue,Rewritten specification requirement,,,,,1302.02; 
Allowance and issue,Secret application,,,,,130; 1304.01; 
Allowance and issue,Signing file wrapper,,,,,1302.13; 
Allowance and issue,Special,,,,,708.01; 710.02(b); 1301; 
Allowance and issue,"Specification, clean copy required",,,,,1302.02; 
Allowance and issue,Statement of invention,,,,,1302.01; 
Allowance and issue,Supplemental oath after,,,,,603.01; 
Allowance and issue,Terminology correspondence of specification and claims,,,,,1302.01; 
Allowance and issue,Title of invention,,,,,1302.01; 
Allowance and issue,Title change by examiner,,,,,606.01; 
Allowance and issue,"Title search, continuing application",,,,,306; 
Allowance and issue,Transfer,,,,,903.08; 
Allowance and issue,Undelivered notice of allowance,,,,,1303.02; 
Allowance and issue,Withdrawal from issue,,,,Withdrawal from issue; ,
Allowance and issue,"Withholding from issue, secrecy order application",,,,,130; 1304.01; 
"Allowance, Reasons for",,,,,Reasons for allowance; ,
Allowed application,,,,,Allowance and issue; ,
Allowed application,Definition,,,,,203.04; 
Allowed application,Express abandonment of,,,,,711.01; 
Allowed application,File wrapper data,,,,,1302.09; 
Allowed application,Rejection,,,,,1308.01; 
"Allowed claim, rejection",,,,,,706.04; 
"Allowed claim, rejection",By Patent Trial and Appeal Board,,,,,1213.02; 
Alpha subclass,,,,,,903.07; 
Alteration of application,,,,,,506; 
Alteration of application,After execution prohibited,,,,,608.01; 
Alteration of application,Before execution of oath or declaration,,,,,601.01(a); 602; 714.21; 
Alternative phrase in claim,,,,,Indefinite claim; ,2117; 2173.01; 2173.05(h); 2173.05(i); 
Amended application,,,,,,203.03; 
"Amended application, inspection for transfer",,,,,,903.08(c); 
Amendment,,,,,Reply; ,714; 
Amendment,Accidental entry,,,,,714.21; 
Amendment,Adding excess claims,,,,,714.10; 
Amendment,After abandonment,,,,,711.02; 714.17; 
Amendment,After all claims allowed,,,,,714.14; 
Amendment,After allowance,,,,,
Amendment,After allowance,Approval,,,,714.16; 1002.02(d); 
Amendment,After allowance,Canceling claim,,,,714.16; 
