Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Patent Cooperation Treaty PCT,Forms,PCT/RO/117,,,,1893.03(e); 
Patent Cooperation Treaty PCT,Forms,PCT/RO/136,,,,1893.03(e); 
Patent Cooperation Treaty PCT,Forms,PTO-1382,,,,1830; 1832; 
Patent Cooperation Treaty PCT,Forms,PTO-1390,,,,1893.01(a)(2); 1893.03(a); 
Patent Cooperation Treaty PCT,Forms,USPTO/299,,,,1850; 
Patent Cooperation Treaty PCT,Forms,USPTO/499,,,,1875; 1875.01; 
Patent Cooperation Treaty PCT,Gazette,,,,,1801; 1821; 1823.01; 1857; 1879.02; 
Patent Cooperation Treaty PCT,Help Desk,,,,,1730; 
Patent Cooperation Treaty PCT,Information sources,,,,,1730; 
Patent Cooperation Treaty PCT,International Bureau,,,,,1801; 
Patent Cooperation Treaty PCT,International Patent Legal Administration,,,,,103; 602.01(c)(3); 1730; 
Patent Cooperation Treaty PCT,International preliminary examination,,,,,1860; 
Patent Cooperation Treaty PCT,International preliminary examination report,,,,,1879; 
Patent Cooperation Treaty PCT,International preliminary report on patentability,,,,,1801; 1845; 1879.03; 1893.03(e); 
Patent Cooperation Treaty PCT,International publication,,,,,1857; 
Patent Cooperation Treaty PCT,International publication,Prior art effect,,,,2136.03; 2154.01(a); 
Patent Cooperation Treaty PCT,International search report,,,,,1844; 
Patent Cooperation Treaty PCT,International searching authority,,,,,1840; 
Patent Cooperation Treaty PCT,Member countries,,,,,1817; 
Patent Cooperation Treaty PCT,National procedure,,,,,1893; 
Patent Cooperation Treaty PCT,National stage,,,,National stage application (35 U.S.C. 371); ,
Patent Cooperation Treaty PCT,Numbering of sheets,,,,,1812; 1893.03(a); 1895.01; 
Patent Cooperation Treaty PCT,Priority,,,,,213; 1828; 1893.03(c); 1895; 
Patent Cooperation Treaty PCT,Priority,Restoration of,,,,1828.01; 
Patent Cooperation Treaty PCT,Priority document,,,,,213; 1828; 
Patent Cooperation Treaty PCT,Publication,,,,,1857; 
Patent Cooperation Treaty PCT,Receiving office,,,,,1801; 
Patent Cooperation Treaty PCT,Receiving office procedure,,,,,1801; 
Patent Cooperation Treaty PCT,Record copy transmittal,,,,,1801; 
Patent Cooperation Treaty PCT,Reply to invitation concerning lack of unity of invention,,,,,1850; 1875.02; 1893.03(d); 
Patent Cooperation Treaty PCT,Reply to written opinion,,,,,1878.02; 
Patent Cooperation Treaty PCT,Representation before the designated office,,,,,402; 
Patent Cooperation Treaty PCT,Revocation of agent,,,,,1808; 
Patent Cooperation Treaty PCT,Schedule of fees,,,,,1827; 
Patent Cooperation Treaty PCT,Search report,,,,,707.05; 1302.14; 1844; 
Patent Cooperation Treaty PCT,Secrecy order,,,,,120; 1832; 
Patent Cooperation Treaty PCT,Sequence listings,,,,,1823.02; 1848; 2422; 2422.03(a); 
Patent Cooperation Treaty PCT,Sequence listings,Transmitted via EFS-Web,,,,502.05; 2422.03(a); 
Patent Cooperation Treaty PCT,Signature missing,,,,,1820; 
Patent Cooperation Treaty PCT,Unity of invention,,,,,823; 1850; 1875; 1893.03(d); 
Patent Cooperation Treaty PCT,"Written opinion, preparation",,,,,1845; 1878; 
Patent Cooperation Treaty PCT,"Written opinion, time to reply to",,,,,1845.01; 1878; 
Patent Cooperation Treaty Administrative Instructions,,,,,,Appendix AI; 
Patent Cooperation Treaty Administrative Instructions,105 Reproduced,,,,,1834; 
Patent Cooperation Treaty Administrative Instructions,204 Reproduced,,,,,1823; 
Patent Cooperation Treaty Administrative Instructions,205 Reproduced,,,,,1824; 1853; 
Patent Cooperation Treaty Administrative Instructions,208 Reproduced,,,,,1823.02; 
Patent Cooperation Treaty Administrative Instructions,209 Reproduced,,,,,1823; 
Patent Cooperation Treaty Administrative Instructions,404 Reproduced,,,,,1857; 
Patent Cooperation Treaty Administrative Instructions,502 Reproduced,,,,,1850; 
Patent Cooperation Treaty Administrative Instructions,513 Reproduced,,,,,1848; 
Patent Cooperation Treaty Administrative Instructions,603 Reproduced,,,,,1875.02; 
Patent Cooperation Treaty Administrative Instructions,604 Reproduced,,,,,1879; 
Patent Cooperation Treaty Administrative Instructions,605 Reproduced,,,,,1872; 
Patent Cooperation Treaty Administrative Instructions,606 Reproduced,,,,,1880; 
Patent Cooperation Treaty Administrative Instructions,607 Reproduced,,,,,1876; 
Patent Cooperation Treaty Articles,,,,,,T; 
Patent Cooperation Treaty Articles,3 Reproduced,,,,,1812; 
Patent Cooperation Treaty Articles,5 Reproduced,,,,,1823; 
Patent Cooperation Treaty Articles,6 Reproduced,,,,,1824; 
Patent Cooperation Treaty Articles,7 Reproduced,,,,,1825; 
Patent Cooperation Treaty Articles,11 Reproduced,,,,,1810; 1893.03(b); 
Patent Cooperation Treaty Articles,17 Reproduced,,,,,1843; 
Patent Cooperation Treaty Articles,18 Reproduced,,,,,1844; 
Patent Cooperation Treaty Articles,19 Reproduced,,,,,1853; 
Patent Cooperation Treaty Articles,21 Reproduced,,,,,1857; 
Patent Cooperation Treaty Articles,29 Reproduced,,,,,1857; 
Patent Cooperation Treaty Articles,30 Reproduced,,,,,110; 
Patent Cooperation Treaty Articles,31 Reproduced,,,,,1864.02; 1864.03; 1865; 1869; 
Patent Cooperation Treaty Articles,32 Reproduced,,,,,1862; 
Patent Cooperation Treaty Articles,33 Reproduced,,,,,1878.01(a); 1878.01(a)(1); 1878.01(a)(3); 
Patent Cooperation Treaty Articles,34 Reproduced,,,,,1862; 1864.01; 1874; 1875; 1878; 1878.02; 
Patent Cooperation Treaty Articles,35 Reproduced,,,,,1879; 
Patent Cooperation Treaty Articles,36 Reproduced,,,,,1879.02; 1879.03; 
Patent Cooperation Treaty Articles,37 Reproduced,,,,,1880; 
Patent Cooperation Treaty Articles,38 Reproduced,,,,,1879.04; 
Patent Cooperation Treaty Rules,,,,,,
Patent Cooperation Treaty Rules,4.3 Reproduced,,,,,1844.01; 
Patent Cooperation Treaty Rules,4.9 Reproduced,,,,,1821; 
Patent Cooperation Treaty Rules,4.11 Reproduced,,,,,1828.02; 
Patent Cooperation Treaty Rules,4.12 Reproduced,,,,,1819; 
Patent Cooperation Treaty Rules,4.15 Reproduced,,,,,1820; 
Patent Cooperation Treaty Rules,5.1 Reproduced,,,,,1823; 
Patent Cooperation Treaty Rules,5.2 Reproduced,,,,,1823.02; 
Patent Cooperation Treaty Rules,6 Reproduced,,,,,1824; 
Patent Cooperation Treaty Rules,7 Reproduced,,,,,1825; 
Patent Cooperation Treaty Rules,8 Reproduced,,,,,1826; 
Patent Cooperation Treaty Rules,8.1 Reproduced,,,,,1826; 1844.01; 
Patent Cooperation Treaty Rules,8.2 Reproduced,,,,,1826; 1844.01; 
Patent Cooperation Treaty Rules,11.5 Reproduced,,,,,1825; 
Patent Cooperation Treaty Rules,11.6 Reproduced,,,,,1825; 
Patent Cooperation Treaty Rules,11.11 Reproduced,,,,,1825; 
Patent Cooperation Treaty Rules,11.13 Reproduced,,,,,1825; 
Patent Cooperation Treaty Rules,12,,,,,1819; 
Patent Cooperation Treaty Rules,13 Reproduced,,,,,1850; 
Patent Cooperation Treaty Rules,13bis Reproduced,,,,,1823.01; 
Patent Cooperation Treaty Rules,,,,,,1823.02; 
Patent Cooperation Treaty Rules,17 Reproduced,,,,,213.06; 
Patent Cooperation Treaty Rules,33 Reproduced,,,,,1843.01; 
Patent Cooperation Treaty Rules,37 Reproduced,,,,,1844.01; 
Patent Cooperation Treaty Rules,38 Reproduced,,,,,1844.01; 
Patent Cooperation Treaty Rules,39 Reproduced,,,,,1843.02; 
Patent Cooperation Treaty Rules,40 Reproduced,,,,,1850; 
Patent Cooperation Treaty Rules,41 Reproduced,,,,,1852; 
Patent Cooperation Treaty Rules,43,,,,,1843; 1845; 
Patent Cooperation Treaty Rules,46 Reproduced,,,,,1853; 
Patent Cooperation Treaty Rules,54 Reproduced,,,,,1864.02; 
Patent Cooperation Treaty Rules,60 Reproduced,,,,,1868; 
Patent Cooperation Treaty Rules,61.2 Reproduced,,,,,1881; 
Patent Cooperation Treaty Rules,61.3 Reproduced,,,,,1881; 
Patent Cooperation Treaty Rules,62 Reproduced,,,,,1871; 
Patent Cooperation Treaty Rules,62,,,,,1871; 
Patent Cooperation Treaty Rules,64 Reproduced,,,,,1878.01(a); 
Patent Cooperation Treaty Rules,65 Reproduced,,,,,1878.01(a)(2); 
Patent Cooperation Treaty Rules,66.1 Reproduced,,,,,1843.02; 
Patent Cooperation Treaty Rules,66.1,,,,,1878; 
Patent Cooperation Treaty Rules,66.1,,,,,1878; 
Patent Cooperation Treaty Rules,66.3 Reproduced,,,,,1878.02; 
Patent Cooperation Treaty Rules,66.4 Reproduced,,,,,1878; 
Patent Cooperation Treaty Rules,66.4,,,,,1878.02; 
Patent Cooperation Treaty Rules,66.5 Reproduced,,,,,1878.02; 
Patent Cooperation Treaty Rules,66.6 Reproduced,,,,,1878.02; 
Patent Cooperation Treaty Rules,66.7 Reproduced,,,,,1870; 
Patent Cooperation Treaty Rules,66.8 Reproduced,,,,,1864.01; 1878.02; 
Patent Cooperation Treaty Rules,69 Reproduced,,,,,1879.01; 
Patent Cooperation Treaty Rules,70.17 Reproduced,,,,,1879.03; 
Patent Cooperation Treaty Rules,71 Reproduced,,,,,1879.02; 
Patent Cooperation Treaty Rules,72 Reproduced,,,,,1879.03; 
Patent Cooperation Treaty Rules,82 Reproduced,,,,,1834.02; 
Patent Cooperation Treaty Rules,90.4 Reproduced,,,,,1807; 
Patent Cooperation Treaty Rules,90.5 Reproduced,,,,,1807; 
Patent Cooperation Treaty Rules,90.6 Reproduced,,,,,1808; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,90,,,,,1880; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,90,,,,,1859; 
Patent Cooperation Treaty Rules,91 Reproduced,,,,,1836; 
Patent Cooperation Treaty Rules,92 Reproduced,,,,,1834; 
Patent application publication,,,,,Pre-Grant Publication (PG-Pub); ,
Patent Prosecution Highway PPH program,,,,,,708.02(c); 
Patent search facility,,,,,,103; 
Patent search facility,Hours,,,,,510; 1730; 
Patent search facility,Regulations for public use,,,,,510; 
Patent Law Treaty,,,,,,702; 
Patent Law Treaties Implementation Act of 2012 PLTIA,,,,,,702; 
Patent term extension/adjustments,,,,,,1303; 2211; 2250; 2666.01; 2700; 
Patent Trial and Appeal Board PTAB,,,,,Appeal; Interference; ,706.03(w); 707.06; 707.07(f); 708.01; 711.02(b); 1201; 1202; 2201; 2242; 2246; 2258; 2261; 2265; 2273; 2279; 2282; 2284; 2285; 2286; 2286.01; 2287; 2301; 
Patent Trial and Appeal Board PTAB,Appeal from,,,,,1216; 1216.02; 
Patent Trial and Appeal Board PTAB,Appeal from,In,,,,2279; 
Patent Trial and Appeal Board PTAB,Appeal from,In,,,,2682; 2683; 
Patent Trial and Appeal Board PTAB,Constitution and duties,,,,,1202; 
Patent Trial and Appeal Board PTAB,Decision,,,,,
Patent Trial and Appeal Board PTAB,Decision,Dissemination of,,,,1720; 
Patent Trial and Appeal Board PTAB,Decision,Generally,,,,1213; 
Patent Trial and Appeal Board PTAB,Decision,Publication of,,,,1213.03; 2681; 
Patent Trial and Appeal Board PTAB,Decision,Treatment of,,,,1721; 
Patent Trial and Appeal Board PTAB,Duty of disclosure to,,,,,2001.03; 
Patent Trial and Appeal Board PTAB,Hearing,,,,,1209; 
Patent Trial and Appeal Board PTAB,Interference,,,,,
Patent Trial and Appeal Board PTAB,Interference,Declaration of,,,,2301; 
Patent Trial and Appeal Board PTAB,Interference,Return of Jurisdiction to Examiner,,,,2308; 
Patent Trial and Appeal Board PTAB,Jurisdiction,,,,,706.01; 706.07(c); 1210; 2301; 2308; 
Patent Trial and Appeal Board PTAB,May require appellant to address matter,,,,,1212; 
Patent Trial and Appeal Board PTAB,New ground of rejection by,,,,,1214.01; 
Patent Trial and Appeal Board PTAB,New ground of rejection by,In,,,,2681; 2682; 
Patent Trial and Appeal Board PTAB,Non-final decision in,,,,,2681; 
Patent Trial and Appeal Board PTAB,Petitions,,,,,1002.02(g); 1002.02(j); 
Patent Trial and Appeal Board PTAB,Rehearing by,,,,,1002.02(f); 1214.01; 1214.03; 
Patent Trial and Appeal Board PTAB,Rehearing by,,,,,2682; 2683; 
Patent Trial and Appeal Board PTAB,Service Branch,,,,,104; 
Patent Trial and Appeal Board PTAB,Statement of allowability by,,,,,1213.01; 
Patentability,,,,,Reasons for Allowance; Rejection; ,2100; 
Patentability report,,,,,,705; 
Patentability report,Appeal,,,,,705.01(a); 
Patentability report,Count,,,,,705.01(c); 
Patentability report,Date status,,,,,705.01(c); 
Patentability report,Dispute between examiners,,,,,705.01(a); 
Patentability report,Final action,,,,,705.01(a); 
Patentability report,Improper,,,,,705.01(e); 
Patentability report,Initiate,,,,,705.01; 
Patentability report,Interviews,,,,,705.01(f); 713.01; 
Patentability report,Limitation as to use,,,,,705.01(e); 
Patentability report,Practice used only in extraordinary situations,,,,,705; 
Patentability report,Purpose,,,,,705.01(e); 
Patentability report,Recording,,,,,705.01(c); 
Patentability report,"Restriction, Effect on",,,,,807; 
Patentability report,Search,,,,,705.01(a); 705.01(b); 
Patentability report,Sequence of examination,,,,,705.01(b); 
Patentability report,Submitted to TC Director,,,,,705; 1003; 
Patentability report,Transfer of jurisdiction of application on appeal,,,,,705.01(a); 
Panel review in,,,,,,2671.03; 
Patentability statement,,,,,,1302.14; 
"Patentable novelty, pointed out",,,,,,714.04; 
Patentable subject matter,,,,,,2104; 2106.07(c); 
Patentable subject matter,Abstract idea,,,,,2106.04(a); 2106.04(a)(1); 
Patentable subject matter,Clarifying the record,,,,,2106.07; 
Patentable subject matter,Computer programs,,,,,2106; 
Patentable subject matter,Disclosed but not claimed,,,,,706; 
Patentable subject matter,Eligibility,,,,,2106; 2106.07(c); 
Patentable subject matter,Eligibility,Step 1,,,,2106.03; 
Patentable subject matter,Eligibility,Step 2,,,,2106.04; 
Patentable subject matter,Evaluating applicant's response,,,,,2106.07(b); 2106.07(c); 
Patentable subject matter,Field of use,,,,,2106.05(h); 
Patentable subject matter,Formulating a rejection,,,,,2106.07; 2106.07(a); 
Patentable subject matter,Improvements to functioning of a computer,,,,,2106.05(a); 
Patentable subject matter,Insignificant extra-solution activity,,,,,2106.05(g); 
Patentable subject matter,Law of nature,,,,,2106; 
Patentable subject matter,Living subject matter,,,,,1601; 2105; 
Patentable subject matter,Markedly different analysis,,,,,2106.04(c); 
Patentable subject matter,Mathematical algorithms,,,,,2106; 
Patentable subject matter,Mere instructions,,,,,2106.05(f); 
Patentable subject matter,Other meaningful limitations,,,,,2106.05(e); 
Patentable subject matter,Particular machine,,,,,2106.05(a); 
Patentable subject matter,Particular transformation,,,,,2106.05(c); 
Patentable subject matter,Plants,,,,,1601; 2105; 
Patentable subject matter,Requirements of 35 U.S.C. 101,,,,,2014; 
Significantly more,,,,,,2106.05; 
Streamline analysis,,,,,,2106.06; 2106.06(b); 
"Well-understood, routine, conventional",,,,,,2106.05(d); 
Patented file,,,,,,901.01(a); 
"Patented file, ordering",,,,,,711.04(b); 
“Patent In” computer program,,,,,Sequence rules; ,1730; 2430; 
"Patents of addition, foreign",,,,,,901.05(b); 
Payment of fees,,,,,,509; 
Payor number,,,,,Customer numbers; ,
PCT,,,,,Patent Cooperation Treaty (PCT); ,
Pending application as prior art,,,,,Application publication; ,706.02(f)(2); 706.02(k); 901.03; 
Pending application preserved in confidence,,,,,,101; 
Pending applications as references,,,,,Application Publication; ,706.02(f)(1); 706.02(f)(2); 706.02(k); 901.03; 
Period for reply,,,,,,710; 
Period for reply,After Board decision,,,,,1214.01; 
Period for reply,After final,,,,,706.07(f); 
Period for reply,After final,In transitional application,,,,706.07(g); 
Period for reply,After interference,,,,,710.02(b); 
Period for reply,Amendment after,,,,,714.17; 
Period for reply,Claim copied from patent,,,,,710.04(a); 
Period for reply,Claims all allowed,,,,,707.07(a); 710.02(b); 714.14; 
Period for reply,Computed,,,,,710.01(a); 710.05; 
Period for reply,Copying claim from patent does not extend statutory period,,,,,710.04(a); 
Period for reply,Correction of citation,,,,,707.05(g); 710.06; 
Period for reply,Date of receipt of amendment,,,,,710.01(a); 710.05; 
Period for reply,Defective Office action,,,,,707.05(g); 710.06; 
Period for reply,Difference between shortened statutory period and time limit,,,,,710.02(d); 
Period for reply,Extension,,,,,710.02(d); 710.02(e); 
Period for reply,Extension of time to commence civil action,,,,,1002.02(k)(1); 
Period for reply,Extension of time to file notice of appeal at CAFC,,,,,1002.02(k)(1); 
Period for reply,Full statutory period for reply,,,,,130; 
Period for reply,"Holiday, Saturday, or Sunday expiration of time",,,,,505; 513; 710.05; 710.01(a); 
Period for reply,Incomplete reply,,,,,710.02(c); 711.02(a); 714.03; 2266.01; 2666.30; 
Period for reply,Less than six months,,,,,710.02; 710.02(b); 710.02(c); 710.02(d); 710.02(e); 
Period for reply,Miscellaneous factors,,,,,710.06; 
Period for reply,Petition,,,,,1002; 
Period for reply,"Pilot programs, some",,,,,710.02(b); 
