Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Species,Plural,,,,,706.03(k); 806.04; 808.01(a); 
Species,Reissue,,,,,1450; 
Species,Rejection,,,,,806.04(h); 2131.02; 
Species,Related,,,,,806.04(b); 
Species,Withdrawal of species claim,,,,,821.01; 821.02; 
Specification,,,,,Disclosure; ,608.01; 2161; 
Specification,"Amendment, manner of making",,,,,714; 
Specification,Arrangement,,,,,608.01(a); 
Specification,Background of the invention,,,,,608.01(c); 
Specification,Best mode,,,,Best mode; ,2165; 
Specification,Brief description of drawings,,,,,608.01(f); 
Specification,Brief summary of invention,,,,,608.01(d); 
Specification,British English spellings in,,,,,608.01; 
Specification,British provisional and complete,,,,,214.03; 
Specification,Changes prior to filing,,,,,601.01; 608.01; 
Specification,Completeness,,,,,608.01(p); 2161; 2163; 2165; 
Specification,Computer lists,,,,,608.05; 
Specification,Confused by amendments,,,,,608.01(q); 1302.02; 
Specification,Content of,,,,,608.01(a); 
Specification,Continued prosecution application,,,,,201.06(d); 
Specification,Copyrights in,,,,,1512; 
Specification,Correction by examiner’s amendment,,,,,1302.04; 1302.04(g); 
Specification,Correction by initialing,,,,,1302.04; 
Specification,Cross-noting of related applications,,,,,1302.04; 
Specification,Defines claim term,,,,,2111.01; 
Specification,Derogatory remarks prohibited,,,,,608.01(r); 
Specification,Description,,,,,608.01(g); 2163; 2163.02; 
Specification,Design application,,,,,1503.01; 
Specification,Detailed description of invention,,,,,608.01(g); 
Specification,Enablement,,,,Enablement; ,2164; 
Specification,English language,,,,,608.01; 
Specification,Facsimile transmission,,,,,608.01; 
Specification,Font,,,,,608.01; 
Specification,Format,,,,,608.01(a); 
Specification,Illustrations in,,,,,608.01; 
Specification,Incorporation by reference,,,,,2163.07; 2163.07(b); 
Specification,Interlineation prior to filing,,,,,608.01; 
Specification,Language faulty,,,,,608.01; 608.01(g); 
Specification,Missing pages,,,,,601.01(d); 
Specification,New matter,,,,,608.04; 706.03(o); 2163.06; 
Specification,Omitted pages,,,,,217; 601.01(d); 
Specification,Paragraph numbering,,,,,608.01; 608.01(g); 714; 
Specification,Parts,,,,,608.01(a); 
Specification,Provisional application,,,,,601.01(b); 
Specification,Reference characters corrected,,,,,1302.04; 
Specification,Reissue application,,,,,1411; 
Specification,Requirements for,,,,,2161; 
Specification,Return,,,,,608.01; 
Specification,Rewritten,,,,,608.01(q); 1302.02; 
Specification,Signature,,,,,602.08(b); 
Specification,"Substitute, amendment including",,,,,714.19; 714.20; 
Specification,Substitute specification,,,,,608.01(q); 714.19; 714.20; 
Specification,Substitute specification,Pre-Grant Publication,,,,502.05; 1120; 
Specification,Summary of invention,,,,,608.01(d); 
Specification,Table submission on compact disc or via EFS-Web as ASCII text file,,,,,608.05(b); 2422.03(a); 
Specification,Terminology basis for claims,,,,,608.01(o); 2163.07; 
Specification,Title of invention,,,,,606; 
Specification,Title of invention changed,,,,,606.01; 
Specification,Trademarks in,,,,,1512; 
Specification,Transfer to another application,,,,,608.01(t); 
Specification,Written description,,,,Written description; ,2163; 
"Specimen, Composition of matter",,,,,,608.03; 
"Specimen, Handling",,,,,,608.03(a); 
"Specimen, Plant application",,,,,,1607; 
Stamp,,,,,,
Stamp,Office date,,,,,502; 505; 506; 710.01(a); 714.18; 
Statement applying the prior art in an,,,,,,2217; 
"Statement, Examiner’s",,,,,Action; ,
Statement by inventors when changing inventorship,,,,,,201.03; 
Statement by owner in,,,,,,2249; 
Statement of allowability by Board,,,,,,1213.01; 
"Statement of invention, coextensive with claims",,,,,,608.01(d); 
"Statement of invention, reviewed on allowance",,,,,,1302.01; 
"Statement, Prior art",,,,,Prior art; ,201.06(d); 609; 
Status inquiries,,,,,,102; 203.08; 
Status inquiries,Congressional,,,,,203.08(a); 
Status inquiries,Maintenance fees,,,,,2570; 
Status inquiries,White House,,,,,203.08(a); 
Status letter,,,,,,203.08; 
Status letter database,,,,,,203.08; 
Status of application,,,,,,102; 203; 
Status of application,Abandoned,,,,,203.05; 
Status of application,Allowed or in issue,,,,,203.04; 
Status of application,Amended,,,,,203.03; 
Status of application,Incomplete,,,,,203.06; 
Status of application,New,,,,,203.01; 
Status of application,Parent patent application,,,,,102; 211.01(b); 
Status of application,Priority claims,,,,,102; 
Status of application,Published application,,,,,1128; 
Status of application,Referred to in foreign patent,,,,,102; 
Status of application,Rejected,,,,,203.02; 
Statute of limitations,,,,,,
Statute of limitations,Citation of prior art,,,,,2204; 
Statute of limitations,Term of biological material deposit,,,,,2408; 
Statute of limitations,Time for requesting,,,,,2211; 
Statutes,,,,,,
Statutes,Atomic Energy Act Cited,,,,,120; 140; 150; 706.03; 706.03(a); 706.03(b); 
Statutes,Freedom of Information Act,,,,,1002.02(k)(2); 
Statutes,Public Law 96-517,,,,,509.02; 2201; 2209; 
Statutes,Public Law 97-247,,,,,509.02; 509.03; 711.03(c); 2265; 2268; 
Statutes,Public Law 98-622,,,,,706.02(k); 804; 
Statutes,Public Law 103-182,,,,,715; 2132; 2138.02; 
Statutes,Public Law 103-465,,,,,706.07(g); 707.05; 715; 715.07(c); 803.03; 804.02; 2132; 2138.02; 
Statutes,Public Law 106-113,,,,,706.02(k); 706.02(l)(1); 2146; 2201; 2273; 2279; 2601; 
Statutes,Public Law 107-273 Cited,,,,,706.02(f)(1); 706.02(k); 706.07(a); 2136.01; 2201; 2242; 2258.01; 2273; 2279; 2601; 2642; 2683; 
Statutes,Public Law 108-199 Cited,,,,,2105; 
Statutes,Public Law 108-453 Cited,,,,,706.02(k); 706.02(l)(1); 706.02(l)(3); 804.03; 2136.01; 2146; 
Statutes,Public Law 112-29 Cited,,,,,210; 509.02; 509.04; 607; 1402; 1440; 1481.02; 1490; 2105; 2106.03; 2124.01; 2150; 2151; 2165; 2201; 2279; 2601; 2602; 2801; 
Statutes,Public Law 112-211,,,,,702; 711.03(c); 1402; 
Statutes,Revised Statute of,,,,,1874; ; 
Statutes,5 U.S.C. 552a,,,,,2422; 2423; 
Statutes,5 U.S.C. 6103a Cited,,,,,710.05; 
Statutes,7 U.S.C. 2321,,,,,1612; 
Statutes,10 U.S.C. 140c Cited,,,,,120; 
Statutes,15 U.S.C. 15b Cited,,,,,101; 
Statutes,15 U.S.C. 1127 Cited,,,,,608.01(v); 
Statutes,17 U.S.C. 401 Cited,,,,,1512; 
Statutes,17 U.S.C. 909 Cited,,,,,608.01; 608.01(w); 
Statutes,18 U.S.C. 1001,,,,,
Statutes,18 U.S.C. 1001,Cited,,,,402.03; 410; 602.01; 602.01(a); 604; 715.04; 716.02(g); 2428; 
Statutes,18 U.S.C. 1001,Reproduced,,,,602; 
Statutes,18 U.S.C. 1905 Cited,,,,,101; 
Statutes,18 U.S.C. 2071 Reproduced,,,,,101; 
Statutes,18 U.S.C. 2331,,,,,708.02; 
Statutes,20 U.S.C. 1000 Cited,,,,,509.02; 
Statutes,26 U.S.C. 501 Cited,,,,,509.02; 
Statutes,28 U.S.C. 1745 Cited,,,,,901.05; 
Statutes,28 U.S.C. 1746,,,,,
Statutes,28 U.S.C. 1746,Cited,,,,602; 
Statutes,35 U.S.C. 2 Reproduced,,,,,1001; 
Statutes,35 U.S.C. 3 Reproduced,,,,,1001; 
Statutes,35 U.S.C. 4 Reproduced,,,,,1702; 
Statutes,35 U.S.C. 6 Reproduced,,,,,1202; 
Statutes,35 U.S.C. 7 Reproduced,,,,,901.06(a); 
Statutes,35 U.S.C. 8 Reproduced,,,,,903.01; 
Statutes,35 U.S.C. 21 Reproduced,,,,,511; 513; 710.05; 
Statutes,35 U.S.C. 22 Reproduced,,,,,608.01; 
Statutes,35 U.S.C. 25 Reproduced,,,,,602; 
Statutes,35 U.S.C. 26 Reproduced,,,,,602; 
Statutes,35 U.S.C. 27 Reproduced,,,,,711.03(c); 2268; 2668; 
Statutes,35 U.S.C. 41 Reproduced,,,,,2268; 2501; 2668; 
Statutes,35 U.S.C. 42 Reproduced,,,,,607.02; 
Statutes,35 U.S.C. 100 Reproduced,,,,,701; 
Statutes,35 U.S.C. 101 Reproduced,,,,,201; 701; 804; 2104; 2107.01; 
Statutes,35 U.S.C. 102 pre-AIA Reproduced,,,,,706.02; 1504.02; 2132; 2133; 2133.03(c); 2134; 2135; 2136; 2137; 2138; 2217; 2258; 2301.01; 
Statutes,35 U.S.C. 102 Reproduced,,,,,2152; 2156; 
Statutes,"35 U.S.C. 102e, former pre-AIA Reproduced",,,,,2136.03; 
Statutes,35 U.S.C. 102g pre-AIA Reproduced,,,,,2301.01; 
Statutes,35 U.S.C. 103 pre-AIA Reproduced,,,,,2141; 2146; 
Statutes,35 U.S.C. 103 Reproduced,,,,,706.02; 706.02(l); 706.02(l)(1); 706.02(n); 804.03; 2141; 
Statutes,35 U.S.C. 104 pre-AIA Reproduced,,,,,715.07(c); 2301.01; 
Statutes,35 U.S.C. 111 pre-AIA Reproduced,,,,,201.04; 
Statutes,35 U.S.C. 111 pre-PLT AIA Reproduced,,,,,601; 
Statutes,35 U.S.C. 111 Reproduced,,,,,201; 201.04; 601; 
Statutes,35 U.S.C. 112 pre-AIA Reproduced,,,,,2161; 2171; 
Statutes,35 U.S.C. 112 Reproduced,,,,,1504.04; 2161; 2171; 
Statutes,35 U.S.C. 113 Reproduced,,,,,608.02; 
Statutes,35 U.S.C. 114 Reproduced,,,,,608.03; 
Statutes,35 U.S.C. 115 pre-AIA Reproduced,,,,,602.01(b); 
Statutes,35 U.S.C. 115 Reproduced,,,,,602.01(a); 
Statutes,35 U.S.C. 116 pre-AIA Reproduced,,,,,409.03; 602.09; 
Statutes,35 U.S.C. 116 Reproduced,,,,,602.09; 
Statutes,35 U.S.C. 117 Reproduced,,,,,409.01(a); 409.01(b); 
Statutes,35 U.S.C. 118 pre-AIA Reproduced,,,,,409.03; 
Statutes,35 U.S.C. 118 Reproduced,,,,,308; 
Statutes,35 U.S.C. 119 Reproduced,,,,,211; 213; 
Statutes,35 U.S.C. 120 Reproduced,,,,,211; 
Statutes,35 U.S.C. 121 Reproduced,,,,,802; 804; 
Statutes,35 U.S.C. 122 Reproduced,,,,,101; 1120; 1122; 1123; 1124; 1132; 1134; 
Statutes,35 U.S.C. 131 Reproduced,,,,,701; 
Statutes,35 U.S.C. 132 Reproduced,,,,,706.03(o); 706.07(h); 2304.04(b); 
Statutes,35 U.S.C. 133 Reproduced,,,,,710; 2268; 2668; 
Statutes,35 U.S.C. 134 Reproduced,,,,,1204; 
Statutes,35 U.S.C. 135 pre-AIA Reproduced,,,,,2301.01; 2304.02(c); 2310.01; 
Statutes,35 U.S.C. 141 Reproduced,,,,,1216; 2683; 
Statutes,35 U.S.C. 142 Reproduced,,,,,1216.01; 
Statutes,35 U.S.C. 143 Reproduced,,,,,1216.01; 
Statutes,35 U.S.C. 144 Reproduced,,,,,1216.01; 
Statutes,35 U.S.C. 145 Reproduced,,,,,1216; 
Statutes,35 U.S.C. 146 Reproduced,,,,,1216; 
Statutes,35 U.S.C. 152 Reproduced,,,,,307; 
Statutes,35 U.S.C. 153 Reproduced,,,,,1309; 
Statutes,35 U.S.C. 154 Reproduced,,,,,2701; 
Statutes,"35 U.S.C. 154, former, Reproduced",,,,,2720; 
Statutes,35 U.S.C. 156 Reproduced,,,,,2751; 2752; 2755.01; 2758; 2759; 
Statutes,35 U.S.C. 161 Reproduced,,,,,201; 1601; 
Statutes,35 U.S.C. 162 Reproduced,,,,,804; 1605; 
Statutes,35 U.S.C. 163 Reproduced,,,,,1601; 
Statutes,35 U.S.C. 164 Reproduced,,,,,1609; 
Statutes,35 U.S.C. 171 Reproduced,,,,,201; 1501; 1504.01; 
Statutes,35 U.S.C. 172 Reproduced,,,,,1504.02; 1504.10; 
Statutes,35 U.S.C. 173 Reproduced,,,,,1505; 2950; 
Statutes,35 U.S.C. 181 Reproduced,,,,,115; 
Statutes,35 U.S.C. 182 Reproduced,,,,,706.03(s); 
Statutes,35 U.S.C. 184 Reproduced,,,,,140; 706.03(s); 
Statutes,35 U.S.C. 185 Reproduced,,,,,140; 706.03(s); 
Statutes,35 U.S.C. 186 Reproduced,,,,,140; 
Statutes,35 U.S.C. 187 Reproduced,,,,,140; 
Statutes,35 U.S.C. 188 Reproduced,,,,,140; 
Statutes,35 U.S.C. 251 Reproduced,,,,,1401; 1403; 1410.01; 1412.03; 1451; 
Statutes,35 U.S.C. 251 pre-AIA Reproduced,,,,,1401; 1410.01; 
Statutes,35 U.S.C. 252 Reproduced,,,,,1460; 
Statutes,35 U.S.C. 253 Reproduced,,,,,1490; 
Statutes,35 U.S.C. 254 Reproduced,,,,,1480; 
Statutes,35 U.S.C. 255 Reproduced,,,,,1481; 
Statutes,35 U.S.C. 256 Reproduced,,,,,1481.02; 
Statutes,35 U.S.C. 256 pre-AIA Reproduced,,,,,1481.02; 
Statutes,35 U.S.C. 257 Reproduced,,,,,2802; 
Statutes,35 U.S.C. 261 Reproduced,,,,,301; 
Statutes,35 U.S.C. 262 Reproduced,,,,,301; 
Statutes,35 U.S.C. 267 Reproduced,,,,,710; 
Statutes,35 U.S.C. 293 Reproduced,,,,,302.04; 
Statutes,35 U.S.C. 294 Reproduced,,,,,311; 
Statutes,35 U.S.C. 301 Reproduced,,,,,2202; 
Statutes,35 U.S.C. 302 Reproduced,,,,,2210; 
Statutes,35 U.S.C. 303 Reproduced,,,,,2240; 
Statutes,35 U.S.C. 304 Reproduced,,,,,2246; 
Statutes,35 U.S.C. 305 Reproduced,,,,,2254; 2261; 
Statutes,35 U.S.C. 306 Reproduced,,,,,1216; 2273; 
Statutes,35 U.S.C. 307 Reproduced,,,,,2288; 2293; 
Statutes,"35 U.S.C. 312 In effect for requests filed prior to September 16, 2011 Reproduced",,,,,2640; 
Statutes,35 U.S.C. 312 Reproduced,,,,,2640; 
Statutes,35 U.S.C. 313 Reproduced,,,,,2646; 
Statutes,35 U.S.C. 314 Reproduced,,,,,2654; 2661; 2686.04; 
Statutes,35 U.S.C. 315 Reproduced,,,,,2674; 
Statutes,35 U.S.C. 316 Reproduced,,,,,2688; 2693; 
Statutes,35 U.S.C. 317 Reproduced,,,,,2686.04; 
Statutes,35 U.S.C. 318 Reproduced,,,,,2686.04; 
Statutes,35 U.S.C. 361 Reproduced,,,,,1805; 
Statutes,35 U.S.C. 362 Reproduced,,,,,1840; 
Statutes,35 U.S.C. 363 Reproduced,,,,,201.01; 1810; 
