Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
"Reexamination,",Certificate of mailing or transmission,,,,,2224; 
"Reexamination,",Certificate of prior reexamination in later request,,,,,2214; 2219; 
"Reexamination,",Certificate of service,,,,,2220; 
"Reexamination,",Certified copy,,,,,2232; 
"Reexamination,",Citation of prior art,,,,,2202; 
"Reexamination,",Citation of prior art,After first office action,,,,2271; 
"Reexamination,",Claim for,,,,,2287; 
"Reexamination,","Claim, multiple dependent, preparation for publishing",,,,,2287; 
"Reexamination,",Claim numbering,,,,,2250; 
"Reexamination,",Claims considered,,,,,2243; 2258; 
"Reexamination,",Claims invalid/unenforceable,,,,,2286; 
"Reexamination,",Claims presented for interference,,,,,2284; 2304.02; 
"Reexamination,",Clerical handling,,,,,2270; 
"Reexamination,",Collateral estoppel,,,,,2259; 
"Reexamination,",Comments on “Statement of Reasons for Patentability and/or Confirmation”,,,,,2287; 
"Reexamination,",Conclusion,,,,,2287; 
"Reexamination,",Concurrent proceedings,,,,,2282; 2286; 
"Reexamination,",Conduct of proceedings,,,,,2254; 
"Reexamination,",Consideration of responses,,,,,2252; 2253; 2271; 2272; 
"Reexamination,",Consolidated proceedings,,,,,2283; 
"Reexamination,",Constructive notice to patent owner,,,,,2230; 
"Reexamination,",Content of request,,,,,2214; 
"Reexamination,",Copending proceedings,,,,,2283; 2286; 
"Reexamination,",Copy of patent in request,,,,,2219; 
"Reexamination,",Copy of patent in request,Double column format,,,,2214; 2219; 
"Reexamination,",Copying of file,,,,,2232; 
"Reexamination,",Correction of inventorship,,,,,2250.02; 2258; 
"Reexamination,",Correction of request,,,,,2231; 
"Reexamination,",Correspondence,,,,,2224; 
"Reexamination,",Criteria for deciding request,,,,,2242; 
"Reexamination,",Decision of Patent Trial and Appeal Board,,,,,2277; 
"Reexamination,",Decision on request,,,,,2240; 
"Reexamination,",Decision ordering reexamination,,,,,2246; 
"Reexamination,",Decision processing,,,,,2245; 
"Reexamination,",Defective submission,,,,,2266.02; 
"Reexamination,",Denied,,,,,2240; 2247; 2247.01; 
"Reexamination,",Dependent claim treatment,,,,,2260.01; 
"Reexamination,",Director’s initiative,,,,,2212; 2239; 
"Reexamination,",Domestic benefit,,,,,2258.02; 
"Reexamination,",Double correspondence,,,,,2224; 
"Reexamination,",Double patenting,,,,,804; 2217; 2258; 
"Reexamination,",Drawing correction,,,,,2250.01; 
"Reexamination,",Duty of candor and good faith,,,,,2001.04; 2280; 
"Reexamination,",Duty of disclosure,,,,,2001.04; 2003.01; 2014; 2280; 
"Reexamination,",Electronic copy,,,,,2209; 2232; 
"Reexamination,",Entry of amendments,,,,,2234; 2270; 
"Reexamination,",Entry of court decisions in patent file,,,,,2207; 
"Reexamination,",Examiner,,,,,2236; 2248; 2255; 
"Reexamination,",Examiner,Deposition,,,,1701.01; 
"Reexamination,",Examiner’s amendment,,,,,2234; 2250; 2262; 2287; 
"Reexamination,",Examiner’s answer,,,,,2275; 
"Reexamination,",Expiration of patent,,,,,2211; 2250; 
"Reexamination,",Explanation of prior art,,,,,2217; 
"Reexamination,",Extension of time,,,,,2265; 
"Reexamination,",Extension of time,After final rejection,,,,2272; 
"Reexamination,",Extension of time,For filing appeal brief,,,,2274; 
"Reexamination,",Failure to timely reply to Office action,,,,,2266; 
"Reexamination,",Fees,,,,,2215; 2233; 2250.03; 2283; 2285; 
"Reexamination,",Final action,,,,,706.07(a); 2265; 2271; 
"Reexamination,",Flowchart,,,,,2201; 
"Reexamination,",Following supplemental examination,,,,,2201; 2818.01; 
"Reexamination,",Foreign priority,,,,,2258.02; 
"Reexamination,",Forms,,,,,2296; 
"Reexamination,",Granted,,,,,2246; 2247.01; 
"Reexamination,",Grounds of rejection,,,,,2217; 
"Reexamination,",Identity of requester,,,,,2212; 
"Reexamination,",Inappropriate papers,,,,,2267; 
"Reexamination,",Inappropriate papers,Return of papers,,,,2267; 
"Reexamination,",Incomplete request,,,,,2227; 
"Reexamination,",Informal submission,,,,,2266.02; 
"Reexamination,",Initial processing,,,,,2226; 
"Reexamination,",Inquiries from persons other than the Patent Owner,,,,,2212.01; 
"Reexamination,",Interference copending,,,,,2284; 
"Reexamination,",Intervening rights,,,,,2293; 
"Reexamination,",Interviews in,,,,,2281; 
"Reexamination,",Introduction,,,,,2201; 
"Reexamination,",Listing of prior art,,,,,2257; 
"Reexamination,",Litigation copending,,,,,2286; 
"Reexamination,",Litigation review,,,,,2240; 2287; 
"Reexamination,",Mailing of Office actions,,,,,2264; 
"Reexamination,",Merger,,,,,2236; 2237; 2241; 2250; 2283; 2285; 2686.01; 
"Reexamination,",Merger with reissue proceedings,,,,,1449.01; 2285; 
"Reexamination,","Multiple dependent claim handling, preparation for publishing",,,,,2287; 
"Reexamination,",New matter,,,,,2250; 2258; 2270; 
"Reexamination,",NIRC,,,,Form letters and forms: Notice of Intent to Issue Ex Parte Reexamination Certificate (NIRC) PTOL-469; ,
"Reexamination,",Notification of Concurrent Proceedings,,,,,2282; 2286.01; 
"Reexamination,",Of a reexamination,,,,,2295; 
"Reexamination,",Office action,,,,,2260; 2262; 
"Reexamination,",,,,,,
"Reexamination,",,Notice of certificate,,,,2291; 
"Reexamination,",,Notice of request,,,,2229; 
"Reexamination,","“Old art” i.e., previously considered/cited",,,,,2242; 2258.01; 
"Reexamination,",Oral hearing,,,,,2276; 
"Reexamination,",Orders for copies of,,,,,2232; 
"Reexamination,",Ordered after supplemental examination,,,,,2201; 2265; 2268; 2280; 2290; 2291; 2818; 2823; 
"Reexamination,",Patent copy in request,,,,,2219; 
"Reexamination,",Patent copy in request,Double column format,,,,2214; 2219; 
"Reexamination,",Patent owner’s address,,,,,2222; 
"Reexamination,",Patent owner’s statement,,,,,2249; 
"Reexamination,",Patent owner’s statement of interview,,,,,2281; 
"Reexamination,",Patentability review conference,,,,,2236; 2246; 2247; 2262; 2271; 2271.01; 2287; 
"Reexamination,",Petition,,,,,1002.02(b); 1002.02(c); 1002.02(c)(4); 1002.02(f); 
"Reexamination,",Petition,Correct inventorship,,,,2250.02; 
"Reexamination,",Petition,Denial of request,,,,1002.02(c); 2248; 2265; 
"Reexamination,",Petition,For entry of late papers revival of terminated proceedings,,,,2268; 
"Reexamination,",Petition,Merge proceedings,,,,2283; 2285; 
"Reexamination,",Petition,Reconsideration of refusal to revive,,,,2268; 
"Reexamination,",Petition,Stay proceedings pending interference,,,,2284; 
"Reexamination,",Petition,Stay proceedings pending reissue,,,,2285; 
"Reexamination,",Petition,Unintentional delay,,,,2268; 
"Reexamination,",Petition,Vacate order granting request,,,,2246; 
"Reexamination,",Petition,Waive time provisions,,,,2265; 
"Reexamination,","Power of attorney, withdrawal",,,,,2223; 
"Reexamination,",Preprocessing staff,,,,,2226; 2229; 2239; 
"Reexamination,",Printing of certificate,,,,,2288; 
"Reexamination,",Prior art copies,,,,,2218; 
"Reexamination,",Prior art considered,,,,,2244; 2256; 
"Reexamination,",Prior art previously cited/considered,,,,,2242; 2258.01; 
"Reexamination,","Prior art, statement applying",,,,,2217; 
"Reexamination,",Proceedings,,,,,2209; 
"Reexamination,",Processing in Central Reexamination Unit and Technology Center,,,,,2233; 2245; 
"Reexamination,",Processing in Central Reexamination Unit and Technology Center,Clerical handling,,,,2270; 
"Reexamination,",Project code,,,,,2238; 
"Reexamination,",Public access,,,,,103; 2232; 
"Reexamination,",Quality Assurance Specialist QAS,,,,,2212.01; 2233; 2270; 2281; 2285; 2286; 2287; 2289; 2294; 2295; 
"Reexamination,",Quality review,,,,,2289; 
"Reexamination,",Real party in interest,,,,,2202; 
"Reexamination,",Reasons for patentability and/or confirmation,,,,,2262; 2287; 
"Reexamination,",Reconsideration of Office action,,,,,2269; 
"Reexamination,",Record system,,,,,2235; 
"Reexamination,",Refund if request denied,,,,,2215; 2247; 2248; 2294; 
"Reexamination,",Reissue copending,,,,,1449.01; 2285; 
"Reexamination,",Rejections,,,,,2242; 2258; 2259; 2260; 2262; 2271; 
"Reexamination,",Rejections,Using “old art”,,,,2258.01; 
"Reexamination,",Reminders,,,,,2287; 
"Reexamination,",Reply by third party requester,,,,,2251; 2253; 
"Reexamination,",Reply by third party requester,Period for reply cannot be extended,,,,2265; 
"Reexamination,",Reports,,,,,2235; 
"Reexamination,",Representative of requester,,,,,2213; 
"Reexamination,",Request,,,,,2210; 
"Reexamination,",Request,After reissue patent issues,,,,2240; 2242; 2243; 2258; 2285; 
"Reexamination,",Request,After first reexamination certificate issues,,,,2294; 
"Reexamination,",Request,Content,,,,2214; 
"Reexamination,",Request,Correction processing,,,,2231; 
"Reexamination,",Request,Decision,,,,2240; 2247.01; 
"Reexamination,",Request,Decision criteria,,,,2242; 
"Reexamination,",Request,Denied,,,,2247; 2247.01; 
"Reexamination,",Request,Denied,After reissue patent issues,,,2240; 
"Reexamination,",Request,During interference,,,,2284; 
"Reexamination,",Request,Facsimile submission not permitted,,,,502.01; 2224; 
"Reexamination,",Request,Filing of,,,,2210; 
"Reexamination,",Request,Filing address,,,,2224; 
"Reexamination,",Request,Granted,,,,2246; 2247.01; 
"Reexamination,",Request,Guidelines,,,,2242; 
"Reexamination,",Request,“Old art” previously considered art involved,,,,2242; 2258.01; 
"Reexamination,",Response to Office action,,,,,2266; 
"Reexamination,",Restriction improper,,,,,2258; 
"Reexamination,",Review,,,,,2289; 
"Reexamination,",Sample letter requesting reexamination,,,,,2214; 
"Reexamination,",Scope,,,,,2258; 
"Reexamination,",Search,,,,,2244; 2258.01; 
"Reexamination,",Second or subsequent request,,,,,2240; 2283; 
"Reexamination,",Second or subsequent request,Prior art considered,,,,2240; 2242; 
"Reexamination,",Service by patent owner on requestor of patent owner statement,,,,,2249; 
"Reexamination,",Service of papers,,,,,2220; 2266; 2266.02; 2266.03; 
"Reexamination,",Special status for action,,,,,2261; 
"Reexamination,",Statement applying prior art,,,,,2217; 
"Reexamination,",Statement by owner,,,,,2249; 
"Reexamination,",Statement of Reasons for Patentability and/or Confirmation,,,,,2262; 2287; 
"Reexamination,",Statutory basis,,,,,2201; 
"Reexamination,",Stay,,,,,2283; 2284; 2285; 2286; 
"Reexamination,",Submission defective or informal,,,,,2266.02; 
"Reexamination,",Submission defective or informal,After final,,,,2272; 
"Reexamination,",Submission not fully responsive,,,,,2266.01; 
"Reexamination,",Submission not fully responsive,After final,,,,2272; 
"Reexamination,",Substantial new question of patentability,,,,,2201; 2214; 2216; 2240; 2242; 2244; 2246; 2247; 2258; 2816; 
"Reexamination,",Substantial new question of patentability,Using “old art”,,,,2242; 2258.01; 
"Reexamination,",“Sufficient cause” for extension of time,,,,,2265; 
"Reexamination,",Suspension,,,,,2283; 2285; 
"Reexamination,",Terminated,,,,,2294; 
"Reexamination,",Terminated files,,,,,2294; 
"Reexamination,",Tickler reports,,,,,2235; 
"Reexamination,",Time for request decision,,,,,2241; 
"Reexamination,",Time for requesting,,,,,2211; 
"Reexamination,",Time for response to actions,,,,,2263; 
"Reexamination,",Time reporting,,,,,2238; 
"Reexamination,",Title report,,,,,320; 2287; 
"Reexamination,",Transfer,,,,,2237; 
"Reexamination,",Translation required,,,,,2205; 2214; 2218; 
"Reexamination,",Untimely filed paper prior to order,,,,,2225; 
"Reexamination,",Untimely filed papers,,,,,2267; 
"Reexamination,",Untimely replies,,,,,2252; 
"Reexamination,",Use of transmittal form PTOL-465,,,,,2246; 2247; 2262; 2264; 
"Reexamination,",Vacated,,,,,2210; 2215; 2242; 2246; 2250.02; 2286; 2294; 
"Reexamination,","Vacated, claims invalid/unenforceable",,,,,2210; 2286; 
"Reexamination,",Who may file request for,,,,,2212; 
"Reexamination,",Withdrawal of attorney during,,,,,402.06; 2223; 
"Reexamination,",Withdrawal of power of attorney,,,,,2223; 
"Reexamination,",,,,,"Reexamination, Ex Parte
                           
                        ; ",2600; 
"Reexamination,",Access by public,,,,,103; 724.04(c); 2609; 2632; 
"Reexamination,",Action closing prosecution ACP,,,,,2660; 2666.05; 2666.10; 2667; 2660; 2666.05; 2671.03; 2673.02; 2682; 
"Reexamination,",Action closing prosecution ACP,Content,,,,2671.02; 
"Reexamination,",Action closing prosecution ACP,Premature,,,,2672; 
"Reexamination,",Action closing prosecution ACP,Response to,,,,2672; 
"Reexamination,",Affidavits,,,,,2658; 2666; 2675; 2677; 
"Reexamination,",Amendment by patent owner,,,,,
"Reexamination,",Amendment by patent owner,After a new ground of rejection is issued by the Board,,,,2682; 
"Reexamination,",Amendment by patent owner,After Action Closing Prosecution ACP,,,,2671; 2672; 2673; 
"Reexamination,",Amendment by patent owner,After expiration of the patent,,,,2666.01; 
"Reexamination,",Amendment by patent owner,After Notice of Intent to Issue,,,,2687.01; 
"Reexamination,",Amendment by patent owner,After Right of Appeal Notice RAN,,,,2673; 2673.02; 2675; 
"Reexamination,",Amendment by patent owner,Claims,,,,2666.01; 
"Reexamination,",Amendment by patent owner,Defective,,,,2666.50; 2666.60; 2667; 
"Reexamination,",Amendment by patent owner,Dependent claim,,,,2660.03; 
"Reexamination,",Amendment by patent owner,Drawings,,,,2666.02; 
"Reexamination,",Amendment by patent owner,Entry,,,,2670; 
"Reexamination,",Amendment by patent owner,In a merged reexamination proceedings,,,,2670; 2686.01; 2686.03; 
"Reexamination,",Amendment by patent owner,Of a reissued patent,,,,2686.03; 
"Reexamination,",Amendment by patent owner,Title,,,,2660.02; 
"Reexamination,",Amendment by patent owner,To provoke an interference,,,,2686.02; 
"Reexamination,",Amendment by patent owner,Unsigned,,,,2666.50; 
"Reexamination,","Appeal i.e., Appellant Brief",,,,,2675; 
"Reexamination,","Appeal i.e., Appellant Brief",Defective,,,,2675; 2675.02; 
"Reexamination,",Appeal Conference,,,,,2676; 2677; 
"Reexamination,",Appeal to the Patent Trial and Appeal Board,,,,,2674; 2680; 
"Reexamination,",Appeal to the Patent Trial and Appeal Board,Flowchart,,,,2601.01; 
"Reexamination,",Appeal to the Court of Appeals for the Federal Circuit,,,,,2682; 2683; 
"Reexamination,",Appeal to the U.S. District Court for the District of Columbia not available,,,,,2683; 
"Reexamination,",Appellant defined,,,,,2674; 
"Reexamination,",Assignment to examiner,,,,,2636; 2648; 2655; 
"Reexamination,",Certificate of,,,,,2688; 2690; 2694; 
"Reexamination,",Certificate of,Distribution,,,,2692; 
"Reexamination,",Certificate of,Format,,,,2690; 
"Reexamination,",Certificate of,Reissue patent as,,,,2688; 2694; 
"Reexamination,",Certificate of service,,,,,2666.06; 
"Reexamination,",Certificate of mailing or transmission,,,,,2624; 2665; 2666; 2666.05; 
"Reexamination,",Certificate of prior reexamination in later request,,,,,2214; 2219; 
"Reexamination,",Clerical handling,,,,,2670; 
"Reexamination,",Collateral estoppel,,,,,2659; 
"Reexamination,",Comments on Statement of Reasons for Patentability and/or Confirmation,,,,,2687.01; 
"Reexamination,",Comments by third party,,,,"Reexamination, Inter partes: Response by third party; ",
"Reexamination,",Concurrent proceedings,,,,,2686; 
"Reexamination,",Consolidated proceedings,,,,,2686.05; 
"Reexamination,",Constructive notice of,,,,,2654; 
"Reexamination,",Copending proceedings,,,,,2686; 
"Reexamination,",Copying of the file by the public,,,,,2632; 
"Reexamination,",Correction of inventorship,,,,,2658; 2666.03; 
"Reexamination,",Correspondence,,,,,2624; 
"Reexamination,",Court of Appeals for the Federal Circuit,,,,,2682; 2683; 
"Reexamination,",Court ordered,,,,,2686.04; 
"Reexamination,",Cross appeal to the Patent Trial and Appeal Board,,,,,2674; 
"Reexamination,",Cross appeal to the Federal Circuit,,,,,2683; 
"Reexamination,",Decision by the Patent Trial and Appeal Board,,,,,2681; 2682; 
"Reexamination,",Decision on the request for,,,,,2640; 
"Reexamination,",Decision on the request for,After Court decision,,,,2686.04; 
"Reexamination,",Decision on the request for,Content,,,,2646; 
"Reexamination,",Decision on the request for,Criteria for deciding,,,,2642; 
"Reexamination,",Decision on the request for,Denial,,,,2640; 2647; 2647.01; 2648; 2694; 
"Reexamination,",Decision on the request for,Grant,,,,2640; 
"Reexamination,",Decision on the request for,“Old art” previously considered art used,,,,2642; 
"Reexamination,",Decision on the request for,Processing,,,,2647; 2647.01; 2648; 
"Reexamination,",Decision on the request for,Prior art available,,,,2644; 
"Reexamination,",Decision on the request for,Reissue about to issue,,,,2686.03; 
"Reexamination,",Dependent claim treatment,,,,,2660.03; 
"Reexamination,",Determining if a reexamination was filed for a patent,,,,,2632.01; 
"Reexamination,",Domestic benefit,,,,,2658; 
"Reexamination,",Drawings,,,,,2666.02; 
"Reexamination,",Duty of disclosure,,,,,2003.01; 2684; 
"Reexamination,",Electronic copy,,,,,2609; 2632; 
"Reexamination,",Enlarging claim scope prohibited,,,,,2658; 2666.01; 
"Reexamination,","Estoppel, Collateral",,,,,2659; 
"Reexamination,",Examination scope,,,,,2658; 2671.01; 2671.02; 
"Reexamination,",Examiner consultation,,,,,
"Reexamination,",Examiner consultation,After response by parties,,,,2671; 
"Reexamination,",Examiner consultation,Before appeal,,,,2676; 
"Reexamination,",Examiner consultation,In merged reexamination proceedings,,,,2686.01; 
"Reexamination,",Examiner consultation,Regarding multiple reexamination requests,,,,2686.01; 
"Reexamination,",Examiner consultation,Review of Rebuttal Briefs,,,,2679; 
"Reexamination,",Examiner’s Amendment,,,,,
"Reexamination,",Examiner’s Amendment,Canceling rejected claims,,,,2671; 2687; 
"Reexamination,",Examiner’s Amendment,Correcting formal matters,,,,2687; 2687.01; 
"Reexamination,",Examiner’s Amendment,In merged reissue/reexamination,,,,2686.03; 
"Reexamination,",Examiner’s Amendment,Not permitted if approval required,,,,2687.01; 
"Reexamination,",Examiner’s Amendment,To the Title,,,,2660.02; 2686.03; 2687; 
"Reexamination,",Examiner’s Answer,,,,,2677; 
"Reexamination,",Expedited Right of Appeal Notice,,,,,2671; 2673.02; 
"Reexamination,",Extensions of time,,,,,2665; 
"Reexamination,",Extensions of time,After Action Closing Prosecution,,,,2672; 
"Reexamination,",Extensions of time,To amend the claims after a Board decision containing a new ground of rejection,,,,2682; 
"Reexamination,",Extensions of time,To appeal to the Court of Appeals for the Federal Circuit,,,,2682; 
"Reexamination,",Extensions of time,To complete a reply held non-responsive,,,,
"Reexamination,",Extensions of time,To petition denial of the Request,,,,2648; 2665; 
"Reexamination,","Facsimile transmission, correspondence by",,,,,2624; 
"Reexamination,",Fees,,,,,2634; 
"Reexamination,",Fees,For a copy of the file on CD,,,,2632; 
"Reexamination,",Fees,Refund,,,,2647; 2648; 
"Reexamination,",Final Board decision,,,,,2681; 2682; 
"Reexamination,",Flowcharts,,,,,2601.01; 
"Reexamination,",Foreign priority,,,,,2658; 
"Reexamination,",Forms listed,,,,,2696; 
"Reexamination,",Fraud,,,,,2684; 
"Reexamination,",Improper comments,,,,,2667; 
"Reexamination,",Inappropriate papers,,,,,2667; 
"Reexamination,",Incorporation by reference in Examiner’s Answer,,,,,2677; 
"Reexamination,",Interference copending,,,,,2686; 2686.02; 
"Reexamination,",Intervening rights,,,,,2693; 
"Reexamination,",Interviews in a merged reexamination/reissue,,,,,2686.03; 
"Reexamination,",Interviews not permitted,,,,,2666.30; 2685; 2687; 
"Reexamination,",Litigation concurrent,,,,,2640; 2681; 2686; 2686.04; 
"Reexamination,",Litigation search,,,,,2686.04; 
"Reexamination,",Litigation stayed,,,,,2686.04; 
"Reexamination,",Merger of multiple requests for reexamination,,,,,2686.01; 
"Reexamination,",Merger of reissue and,,,,,2686.03; 
"Reexamination,",Multiple requests for reexamination filed,,,,,2640; 2686; 2686.01; 2695; 
"Reexamination,",New grounds for rejection,,,,,2671.01; 
"Reexamination,",New grounds for rejection,By the Board of Appeals,,,,2681; 2682; 
"Reexamination,",New matter,,,,,2671.01; 2671.02; 
"Reexamination,",NIRC,,,,Form letters and forms: Notice of Intent to Issue Inter Partes Reexamination Certificate (NIRC) PTOL 2068; ,
"Reexamination,",Non-final Board decision,,,,,2681; 
"Reexamination,",Non-responsive reply by patent owner/third party,,,,,2666.30; 2666.50; 
"Reexamination,",Notice of appeal,,,,,2662; 2674; 2674.01; 
"Reexamination,",Notice of appeal,Premature,,,,2667; 
"Reexamination,",Notice of cross appeal,,,,,2662; 2674; 2674.01; 
"Reexamination,",Notice of,,,,,2688; 2691; 
"Reexamination,",Office action,,,,,2660; 2671; 
"Reexamination,",Office action,Not closing prosecution,,,,2671.01; 
"Reexamination,",Office action,Reopening prosecution after ACP,,,,2673; 2673.01; 
"Reexamination,",Office action,Reopening prosecution after Examiner’s Answer,,,,2679; 
"Reexamination,",Office action,Reopening prosecution after RAN,,,,2676; 2677; 
"Reexamination,",Oral hearing,,,,,2662; 2675; 2677; 2680; 
"Reexamination,",Oral hearing,Open to public,,,,2680; 
"Reexamination,",Order granting,,,,,2646; 2660; 
"Reexamination,",Order granting,Returned as undelivered,,,,2654; 
"Reexamination,",Oversight,,,,,2689; 
"Reexamination,",Panel Review,,,,,2671.03; 
"Reexamination,",Petition,,,,,1002.02(b); 1002.02(c)(4); 1002.02(f); 
"Reexamination,",Petition,Board decision,,,,2681; 
"Reexamination,",Petition,Consideration of submissions after NIRC,,,,2687.01; 
"Reexamination,",Petition,Correct inventorship,,,,2658; 2666.03; 
"Reexamination,",Petition,Denial of request for,,,,1002.02(c); 2647; 2648; 
"Reexamination,",Petition,Entry of late papers for revival of reexamination proceeding,,,,2668; 
"Reexamination,",Petition,Enter an amendment after RAN,,,,2672; 2673.02; 2675; 
"Reexamination,",Petition,For an interview in a merged reexamination/reissue,,,,2686.03; 
"Reexamination,",Petition,Merge,,,,1002.02(b); 2667; 2686.03; 
"Reexamination,",Petition,Premature Action Closing Prosecution,,,,2672; 
"Reexamination,",Petition,Reopen prosecution after Board decision,,,,2682; 
"Reexamination,",Petition,Suspend second or subsequent requests,,,,2640; 
"Reexamination,",Petition,Stay reexamination,,,,2667; 2686.02; 2686.03; 
"Reexamination,",Petition,Unintentional delay,,,,2668; 
"Reexamination,",Petition,Vacate order granting,,,,2646; 
"Reexamination,",Petition,Waive time provisions,,,,2648; 2668; 2672; 
"Reexamination,",Premature response/comments,,,,,2625; 2667; 
"Reexamination,",Prior art citation,,,,,2602; 2646; 2654; 2656; 2657; 
"Reexamination,",Prior art citation,After the order to reexamine,,,,2602; 2667; 
"Reexamination,",Prior art citation,After a Notice of Intent to Issue,,,,2687.01; 
"Reexamination,",Prior art citation,Before the first Office action,,,,2625; 
"Reexamination,",Prior art citation,Before the order to reexamine,,,,2602; 2654; 
"Reexamination,",Prior art citation,By another requestor,,,,2656; 
"Reexamination,",Prior art citation,By the patent owner,,,,2656; 
"Reexamination,",Prior art citation,Storage area,,,,2667; 
"Reexamination,",Prior art citation,With the Request,,,,2656; 
"Reexamination,",Prior art citation,With third party’s comments,,,,2666.05; 2667; 
"Reexamination,",Priority Mail Express procedure,,,,,2624; 2665; 2666; 2666.05; 
