Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Interference,Suspension of related applications,,,,,2307.03; 
Interference,Terminated open to public,,,,,103; 
Interference,Testimony,,,,,715.07(b); 
Interference,Transfer of application,,,,,2304.01(b); 
Interference,Winning party,,,,,710.02(b); 2308; 
Interference,"Written Description, Adequate",,,,,2304.02(d); 
Interference practice specialists,,,,,,2301; 2302; 2304; 2304.04(a); 2304.04(b); 2307.04; 2308.03; 
Interlibrary loans,,,,,,901.06(a); 
Interlineation in specification before execution,,,,,,608.01; 
Intermediate-final product,,,,,,806.04(b); 806.05(j); 
International application,,,,,Foreign application; Patent Cooperation Treaty (PCT); ,
International application,Abstract,,,,,1826; 
International application,Access,,,,,101; 110; 
International application,Agent,,,,,1807; 1864.04; 
International application,Amendment before the designated office,,,,,1893.01(a)(2); 1893.01(a)(3); 
International application,Amendment of claims before International Bureau,,,,,1853; 
International application,Amino acid sequence,,,,,1823.02; 2422; 2422.03(a); 
International application,Applicant,,,,,1806; 1810; 
International application,Assignment document,,,,,301; 
International application,Attorney,,,,,1807; 
International application,Attorney file reference number,,,,,1821; 
International application,Claims,,,,,1824; 
International application,Common representative,,,,,402.09; 1807; 
International application,Confidential status,,,,,101; 110; 
International application,Content,,,,,1812; 
International application,Continuation,,,,,1828.02; 
International application,Continuation of,,,,,211.01(c); 1895; 
International application,Continuation-in-part,,,,,1828.02; 
International application,Correspondence,,,,,1834; 
International application,Definition,,,,,201; 
International application,Deposit accounts,,,,,509.01; 
International application,Description,,,,,1823; 
International application,Designation of states,,,,,1821; 
International application,Drawings,,,,,1825; 1893.03(f); 
International application,Drawings missing,,,,,1825; 
International application,Early national stage entry under 35 U.S.C. 371f,,,,,1893.01; 1893.01(a)(2); 1893.03(b); 
International application,EFS-Web filing,,,,,502.05; 
International application,Elements,,,,,1812; 
International application,"Errors, rectification of",,,,,1836; 
International application,Fees,,,,,1827; 1893.01(c); 1896; 
International application,Filing date,,,,,1810; 
International application,Foreign filing license,,,,,1832; 
International application,Formal requirements,,,,,1810; 
International application,Forms,,,,Patent Cooperation Treaty (PCT): Forms; ,
International application,Home copy,,,,,1801; 1879.04; 
International application,International preliminary examination,,,,,1860; 
International application,International search,,,,,1843; 
International application,International searching authority,,,,,1840; 1840.06; 
International application,Inventor,,,,,1806; 1821; 1893.01(e); 
International application,Kinds of protection,,,,,1821; 1828.02; 
International application,Mail service,,,,,1834; 1834.02; 
International application,Member states,,,,,1817; 
International application,Microorganism deposit,,,,,1823.01; 
International application,National stage,,,,,1893; 1896; 
International application,National stage,Submission via EFS-Web,,,,502.05; 
International application,Numbering of sheets,,,,,1812; 
International application,Oath,,,,,1893.01(e); 
International application,Parent to national application,,,,,211.01(c); 1895; 
International application,Power of attorney,,,,,1807; 
International application,Prior art effect,,,,,2127; 2136.03; 2154.01(a); 
International application,Priority,,,,,210; 217; 1828; 
International application,Priority,Restoration of,,,,1828.01; 
International application,Priority document,,,,,215; 1828; 
International application,Publication,,,,,1857; 
International application,Record copy,,,,,1801; 1827.01; 1828; 1832; 
International application,Rectification of obvious errors,,,,,1836; 
International application,Refund of fees,,,,,1827.01; 1850; 1852; 1875.02; 
International application,Representation,,,,,402.09; 
International application,Request,,,,,1821; 
International application,Search copy,,,,,1801; 1827.01; 1840; 1840.01; 
International application,Search fee,,,,,1827; 
International application,Search report,,,,,707.05; 1844; 
International application,Secrecy order,,,,,115; 120; 1832; 
International application,Signature of applicant,,,,,1820; 
International application,"Term, Adjustment of",,,,,2730; 2731; 2732; 2734; 
International application,Time limits,,,,,1836; 1842; 1843.05; 1879.01; 
International application,Title,,,,,1821; 
International application,Translation for U.S. national stage,,,,,1893.01(d); 
International application,Transmittal fee,,,,,1827; 
International application,Transmittal letter,,,,,1830; 
International application,Unity of invention,,,,,823; 1850; 1875; 1893.03(d); 
International application,Withdrawal,,,,,1859; 1880; 
International classification,,,,,,906; 
International design application,,,,,,201.01; 211.01(d); 1501; 2900; 
International design application,Access,,,,,102; 103; 
International design application,Claiming Priority,,,,,213.07; 
International design application,Contents of,,,,,2909; 
International design application,Conversion,,,,,2914; 
International design application,Corrections of,,,,,2930; 
International design application,Definition,,,,,2902; 
International design application,Fees,,,,,2910; 
International design application,Filing date,,,,,601.01(a); 2906; 2907; 2908; 
International design application,Grant of protection,,,,,2940; 2950; 
International design application,Information disclosure statement,,,,,609.04; 
International design application,Naming of inventors,,,,,604; 
International design application,Non Publication of,,,,,901.03; 
International design application,Processing of,,,,,2920; 
International design application,Secrecy Order,,,,,120; 
International design application,Where to file,,,,,2905; 
International design application,Who may file,,,,,2904; 
International patent classification,,,,,,719.05; 906; 
International Patent Legal Administration,,,,,,102; 103; 110; 602.01(c)(3); 1730; 
International searching authority,,,,,,1840; 
International Trade Commission,,,,,,724; 
International-type search,,,,,,707; 1852; 
Internet,,,,,,502.03; 1730; 
Internet,Address,,,,,1730; 
Internet,Database collections,,,,,1730; 
Internet,Electronic mail,,,,,502.03; 713; 713.01; 713.04; 
Internet,Kids Pages,,,,,1730; 
Internet,“PatentIn” computer software,,,,Sequence rules; ,2430; 
Internet,Payment of maintenance fees by,,,,,1730; 2510; 2522; 
Internet,Publication of Board Decisions,,,,,1213.03; 
Internet,Publication of the,,,,,1703; 
Internet,Searching,,,,,904.02(c); 
Internet,Usage Policy,,,,,502.03; 904.02(c); 
Internet,World Intellectual Property Office WIPO,,,,,; 1801; 1851; 
,,,,,,713.06; 
,,,,,,901.04; 
"Interpretation of law, new",,,,,,1207.02; 
Intervening rights,,,,,,
Intervening rights,In reexamination,,,,,
Intervening rights,In reexamination,,,,,2293; 
Intervening rights,In reexamination,,,,,2693; 
Intervening rights,In reinstated patents,,,,,2591; 
Intervening rights,In reissue,,,,,1460; 
Intervention by assignee,,,,,,106; 324; 325; 
Interviews,,,,,,713; 
Interviews,Advance indication of issues to be discussed,,,,,713.01; 
Interviews,Allowed application,,,,,713.05; 713.10; 
Interviews,Appointment in advance,,,,,713.01; 
Interviews,Attorney not of record,,,,,101; 402.03; 405; 408; 
Interviews,Authority to conduct,,,,,713.05; 
Interviews,Before filing,,,,,713.02; 
Interviews,Before filing amendment under 37 CFR 1.312,,,,,713.10; 
Interviews,Before first action,,,,,706.07(b); 713.01; 713.02; 
Interviews,Demonstration,,,,,713.08; 
Interviews,During working days only,,,,,713.01; 
Interviews,Electronic mail,,,,,502.03; 713; 713.01; 713.04; 
Interviews,Excluded or suspended attorney or agent,,,,,105; 713.05; 
Interviews,Exhibit,,,,,713.08; 
Interviews,Exposure of other cases during,,,,,101; 713.07; 
Interviews,Field of search,,,,,713.02; 
Interviews,Finally rejected application,,,,,706.07(f); 713.09; 
Interviews,How conducted,,,,,713.01; 
Interviews,,,,,,713.06; 
Interviews,Interview summary form,,,,,713.04; 2281; 
Interviews,Local attorney,,,,,713.03; 713.05; 
Interviews,Made of record,,,,,713.01; 713.04; 
Interviews,Merged reissue/,,,,,2686.03; 
Interviews,Model,,,,,713.08; 
Interviews,Oral agreement not binding,,,,,713.04; 
Interviews,Patentability report cases,,,,,713.01; 
Interviews,Prior to first Office action,,,,,706.07(b); 713.02; 
Interviews,Prohibited,,,,,713.05; 
Interviews,Protestor participation,,,,,1901.07; 
Interviews,Question of patent validity,,,,,1701; 
Interviews,Record of substance required,,,,,713.01; 713.04; 
Interviews,Reexamination,,,,,
Interviews,Reexamination,,,,,2281; 
Interviews,Reexamination,,,,,2666.30; 2685; 2686.03; 2687; 
Interviews,Refused,,,,,713.01; 713.02; 713.05; 713.10; 
Interviews,Requested in continuing application,,,,,706.07(b); 
Interviews,Requested in Office action,,,,,707; 
Interviews,Sounding out,,,,,713.03; 
Interviews,Special situations,,,,,713.05; 
Interviews,Substance made of record,,,,,713.04; 714.13; 
Interviews,"Supplemental examination, prohibited in",,,,,2814; 
Interviews,Telephone,,,,,101; 408; 713.01; 713.05; 812.01; 
Interviews,Time allowed,,,,,713.01; 
Interviews,Video conference,,,,,713.01; 713.04; 713.05; 
Interviews,Videotape showing,,,,,713.01; 
Interviews,Where held,,,,,713.01; 
Invention,,,,,Patent; Rejection; ,
Invention,Brief summary,,,,,608.01(d); 
Invention,Detailed description,,,,,608.01(g); 
Invention,Made in this country,,,,,2138.02; 
Invention,Mode of operation,,,,,608.01(h); 
"Inventive entity, Different",,,,,,706.02(k); 706.02(l); 706.02(l)(3); 
"Inventive entity, Sameoverlapping subject matter",,,,,,804; 804.03; 822; 
Inventor,,,,,"Applicant; 
                           Pro se applicant
                        ; ",602.01; 
Inventor,"Common, at least one",,,,,211.01; 706.02(k); 2137.01; 
Inventor,Continuing application,,,,,201.06(c); 
Inventor,Correction,,,,Correction of inventorship; ,
Inventor,Deceased,,,,,409; 409.01(a); 409.01(b); 1806; 
Inventor,Deceased,Execution of oath/declaration by legal representative,,,,602.08(b); 
Inventor,Deceased,Government property rights statement,,,,151; 
Inventor,Duty of disclosure by,,,,,2001.01; 2002.01; 
Inventor,Foreign priority,,,,,210; 213; 217; 2152.01; 
Inventor,Full first or middle name required,,,,,602.01(b); 602.08(b); 
Inventor,Heirs,,,,,409.01(a); 409.01(b); 
Inventor,Improper naming,,,,,2137.01; 2157; 
Inventor,Initials as a given name,,,,,602.08(b); 
Inventor,Insane,,,,,409.01(b); 
Inventor,International application,,,,,1806; 
Inventor,Legally incapacitated,,,,,409.01(b); 
Inventor,Micro entity status,,,,,509.04; 
Inventor,Name change,,,,,602.01(c); 602.08b(b); 
Inventor,Name change,Correction,,,,201.05; 602.01(c); 602.08b(b); 
Inventor,Name change,Order,,,,602.01(c); 602.08b(b); 
Inventor,Name change,Petition,,,,602.01(c)(3); 
Inventor,Name change,"Typographical, translation error",,,,602; 602.01(c); 602.08(b); 
Inventor,None available,,,,,409; 409.02; 409.03(b); 602.08(b); 
Inventor,None available,Proof,,,,409.03(a); 409.03(b); 409.03(d); 
Inventor,None available,Proof of irreparable damage,,,,409.03(g); 
Inventor,None available,Proof of proprietary interest,,,,409.03(f); 409.05; 
Inventor,Order of,,,,,602.01(c); 602.08b(b); 
Inventor,,,,,,707.07(j); 713.01; 
Inventor,Refuses to sign,,,,,402.03; 409.03; 409.03(d); 602.08(b); 
Inventor,Refuses to sign,Execution of oath,,,,602.01(c); 602.08(b); 604; 
Inventor,Representative of,,,,,400; 
Inventor,Requirements,,,,,2137.01; 2157; 
Inventor,Residence,,,,,602.08(b); 
Inventor,Rule 1.53b,,,,,201.06(c); 
Inventor,Rule 1.53d,,,,,201.06(d); 
Inventor,Self-prosecuted case,,,,,707.07(j); 713.01; 
Inventor,Small entity status,,,,,509.02; 
Inventor,Unavailable,,,,,409; 409.02; 409.03; 602.08(b); 
Inventor,Unavailable,At least one joint inventor available,,,,409.03(a); 
Inventor,Unavailable,Last known address,,,,409.03(e); 
Inventor,Unavailable,Proof,,,,409.03(d); 
Inventor,Unavailable,Proof of irreparable damage,,,,409.03(g); 
Inventor,Unavailable,Proof of proprietary interest,,,,409.03(f); 409.05; 
Inventor’s certificate,,,,,,
Inventor’s certificate,Priority benefit,,,,,213.05; 
Inventor’s certificate,Rejection based on,,,,,706.02(e); 
Inventors Assistance Center,,,,,,1730; 
IPS Interference Practice Specialist,,,,,,2302; 
"Irreparable damage, Proof of",,,,,,409.03(g); 
Issue,,,,,Allowance and issue; ,
Issue batch number no longer used,,,,,,1303.01; 
Issue Classification Form/Sheet/Slip,,,,,Form letters and forms; ,903.07; 906; 907; 1302.09; 1302.10; 1302.13; 
Issue fee,,,,,,1306; 
Issue fee,After payment,,,,,1306.03; 
Issue fee,Credit card payment,,,,,1306; 
Issue fee,Deposit account,,,,,1303; 1306; 
Issue fee,Failure to pay,,,,,711.03(c); 1306; 
Issue fee,Late payment,,,,,711.03(c); 
Issue fee,Petition to accept late fee,,,,,711.03(c); 
Issue fee,Reissue application,,,,,1415; 
Issue fee,Who may file,,,,,1306; 
Israel Patent Office ILPO,,,,,,1840; 1840.05; 1860; 1865; 
Issue of patent,,,,,,1309; 
Issue of patent,Deferred,,,,,1306.01; 
Issue of patent,Request for simultaneous issuance,,,,,1306.02; 
Issue of patent to applicant,,,,,,308; 
Issue of patent to non-applicant assignee,,,,,,307; 
Item of information in supplemental examination,,,,,,2809; 
