Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Ordinary and customary meaning of claim term,,,,,,2106; 2111; 2111.01; 2173.01; 
Ordinary and customary meaning of claim term,Evidence of,,,,,2111.01; 
Original application,,,,,Nonprovisional application; ,
"Original disclosure, inherent characteristics",,,,,,608.04(a); 716.02(f); 
Ornamentality lacking in design applications,,,,,,1504.01(c); 
Outstanding requirements,,,,,,707.07(e); 
"Overcoming a reference, Right of priority",,,,,,216; 706.02(b)(1); 
Overlapping applications,,,,,,
Overlapping applications,Same applicant,,,,,709.01; 715.01(a); 804; 804.02; 822; 
Overlapping applications,Same assignee,,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 715.01(b); 822; 
Overlapping applications,Subject to joint research agreement,,,,,706.02(l)(1); 706.02(l)(3); 804; 804.02; 804.03; 2136.01; 2137.02; 2141.01; 2154.02(c); 2156; 
Overlapping claims,,,,,,804.02; 
Oversight of,,,,,,2689; 
Owner’s representative,,,,,,400; 
Ownership and assignment,,,,,,300; 706.02(l)(2); 706.02(l)(3); 717.02(a); 
Ownership at time invention made,,,,,,706.02(k); 706.02(l); 706.02(l)(3); 717.02(a); 
Ownership of applications filed subsequent to recording of assignment,,,,,,306; 
